"Adresse","Type de contenu","Code HTTP","Statut","Indexabilité","Statut d'indexabilité","Liens entrants","Temps de réponse","URL de redirection","Type de redirection"
"https://fitclem.fr/blogs/conseils/tagged/digestion","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","21","0,027","",""
"https://fitclem.fr/blogs/conseils/tagged/morosil™","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","19","0,033","",""
"https://fitclem.fr/blogs/conseils/tagged/retention-deau","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","21","0,036","",""
"https://fitclem.fr/blogs/conseils/tagged/ventre-gonfle","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","21","0,033","",""
"https://fitclem.fr/blogs/conseils/alopecie-ou-chute-saisonniere-comment-les-distinguer","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","2","0,035","",""
"https://fitclem.fr/blogs/conseils/se-lancer-dans-le-challenge-metamorphose-par-ou-commencer","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","2","0,031","",""
"https://fitclem.fr/blogs/conseils/tagged/jambes-lourdes","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","21","0,030","",""
"https://fitclem.fr/blogs/conseils/le-collagene","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","2","0,031","",""
"https://fitclem.fr/products/omega-3-epax®","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","1","0,032","",""
"https://fitclem.fr/products/whey-iso-cookie-cream","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","1","0,016","",""
"https://fitclem.fr/collections/gelules-specifiques","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","2","0,031","",""
"https://fitclem.fr/img/cms/cliniquement%20prouvé%20(2).png","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","0","0,047","",""
"https://fitclem.fr/collections/programmes-gratuits/products/detox-14-jours-version-papier","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","3","0,043","",""
"https://fitclem.fr/collections/programmes-gratuits/products/programme-sport-4-semaines-transformation","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","3","0,032","",""
"https://fitclem.fr/collections/programmes-gratuits/products/programme-sport-4-semaines","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","3","0,032","",""
"https://fitclem.fr/programmes-gratuits/49247-detox-14-jours.html","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","1","0,042","",""
"https://fitclem.fr/collections/programmes-gratuits/products/seche-express-en-15-jours","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","3","0,066","",""
"https://fitclem.fr/collections/programmes-gratuits/products/body-boost-14-jours","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","3","0,036","",""
"https://fitclem.fr/collections/programmes-gratuits/products/les-recettes-de-clem","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","3","0,044","",""
"https://fitclem.fr/collections/programmes-gratuits/products/byclemmotivation-perte-de-gras","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","3","0,032","",""
"https://fitclem.fr/collections/programmes-gratuits/products/les-recettes-salees","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","3","0,038","",""
"https://fitclem.fr/collections/programmes-gratuits/products/les-recettes-sucrees","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","3","0,033","",""
"https://fitclem.fr/collections/programmes-gratuits/products/challenge-21-jours-bye-bye-les-kilos","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","3","0,036","",""
"https://fitclem.fr/collections/programmes-gratuits/products/detox-14-jours","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","4","0,030","",""
"https://fitclem.fr/collections/programmes-gratuits/products/body-revolution-perte-de-poids","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","3","0,049","",""
"https://fitclem.fr/collections/programmes-gratuits/products/home-training-avec-clem","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","3","0,040","",""
"https://fitclem.fr/collections/bien-etre-et-beaute/products/gummies-cheveux-pousse","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","3","0,048","",""
"https://fitclem.fr/collections/bien-etre-et-beaute/products/infusettes-slim-body","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","3","0,043","",""
"https://fitclem.fr/collections/bien-etre-et-beaute/products/infusettes-queue-de-cerise","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","3","0,049","",""
"https://fitclem.fr/collections/bien-etre-et-beaute/products/la-merveille","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","3","0,044","",""
"https://fitclem.fr/collections/bien-etre-et-beaute/products/desmodium","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","3","0,032","",""
"https://fitclem.fr/collections/bien-etre-et-beaute/products/gummies-vitalite-famille","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","3","0,038","",""
"https://fitclem.fr/collections/bien-etre-et-beaute/products/omega-3-epax®","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","3","0,035","",""
"https://fitclem.fr/collections/bien-etre-et-beaute/products/duo-boost-perte-de-poids-1","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","3","0,035","",""
"https://fitclem.fr/collections/bien-etre-et-beaute/products/digestion-ventre-plat","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","3","0,035","",""
"https://fitclem.fr/collections/bien-etre-et-beaute/products/lhuile-anti-cellulite-by-clem","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","3","0,037","",""
"https://fitclem.fr/collections/bien-etre-et-beaute/products/detox-plus","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","3","0,043","",""
"https://fitclem.fr/collections/bien-etre-et-beaute/products/gummies-nuits-paisibles","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","3","0,036","",""
"https://fitclem.fr/collections/bien-etre-et-beaute/products/jambes-legeres","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","3","0,031","",""
"https://fitclem.fr/collections/bien-etre-et-beaute/products/beaute-miracle-anti-rides-premium","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","3","0,037","",""
"https://fitclem.fr/collections/bien-etre-et-beaute/products/circulation-boost","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","3","0,040","",""
"https://fitclem.fr/collections/bien-etre-et-beaute/products/transit-facile","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","3","0,029","",""
"https://fitclem.fr/collections/bien-etre-et-beaute/products/bain-dhuile","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","3","0,034","",""
"https://fitclem.fr/collections/bien-etre-et-beaute/products/draineur-plus-1","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","3","0,033","",""
"https://fitclem.fr/collections/bien-etre-et-beaute/products/infusettes-bruleur-de-graisse","text/html; charset=UTF-8","429","Too Many Requests","Non indexable","Erreur client ","3","0,030","",""
