"Adresse","Title 1","Occurrences","Hreflang HTML 1","URL hreflang HTML 1","Hreflang HTTP 1","URL hreflang HTTP 1","Hreflang du sitemap 1","URL hreflang du sitemap 1","Indexabilité","Statut d'indexabilité"
"https://www.casapy.com/produit/vega-canape-l-multifonction/","VEGA Portland – convertible Taille L (5 places) 260×183 – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/produit/sirius-lincoln-convertible-taille-l-5-places-260x183/","SIRIUS L Lincoln – convertible Taille L (5 places) 260×183 – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/produit/sirius-lincoln-convertible-taille-s-3-places-251x100/","SIRIUS Lincoln – convertible Taille S (3 places) 251×100 – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/produit/sirius-boston-convertible-taille-l-5-places-260x183/","SIRIUS Boston – convertible Taille L (5 places) 260×183 – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/produit/alya-lincoln-convertible-taille-m-4-places-255x148/","ALYA Lincoln – convertible Taille M (4 places) 255×148 – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/produit/alya-boston-convertible-taille-m-4-places-255x148/","ALYA Boston – convertible Taille M (4 places) 255×148 – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/produit/sirius-boston-convertible-taille-s-3-places-251x100/","SIRIUS Boston – convertible Taille S (3 places) 251×100 – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/produit/sirius-boston-convertible-taille-m-4-places-255x148/","SIRIUS Boston – convertible Taille M (4 places) 255×148 – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/produit/alya-boston-convertible-taille-s-3-places-251x100/","ALYA Boston – convertible Taille S (3 places) 251×100 – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/produit/alya-lincoln-convertible-taille-s/","ALYA Lincoln – convertible Taille S (3 places) 251×100 – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/produit/alya-lincoln-convertible-taille-l-5-places-260x183/","ALYA Lincoln – convertible Taille L (5 places) 260×183 – CASAPY","0","","","","","","","Indexable",""
