"Adresse","Occurrences","Indexabilité","Statut d'indexabilité","Élément de lien en version canonique 1","Version canonique HTTP","Meta Robots 1","Balise X-Robots 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1"
"https://www.casapy.com/produit/33741/","1","Indexable","","https://www.casapy.com/produit/33741/","","max-image-preview:large","","","","",""
"https://www.casapy.com/panier/","1","Non indexable","noindex","https://www.casapy.com/panier/","","max-image-preview:large, noindex, follow","","","","",""
"https://www.casapy.com/categorie-produit/tu-habites-un-studio/","0","Indexable","","","","max-image-preview:large","","","","",""
"https://www.casapy.com/produit/vega-lincoln-convertible-taille-s-3-places-251x100/","1","Indexable","","https://www.casapy.com/produit/vega-lincoln-convertible-taille-s-3-places-251x100/","","max-image-preview:large","","","","",""
"https://www.casapy.com/categorie-produit/canapes-droits-convertibles/","0","Indexable","","","","max-image-preview:large","","","","",""
"https://www.casapy.com/about-us-3/","1","Indexable","","https://www.casapy.com/about-us-3/","","max-image-preview:large","","","","",""
"https://www.casapy.com/mon-compte/?action=register","1","Non indexable","Canonisé,noindex","https://www.casapy.com/mon-compte/","","max-image-preview:large, noindex, follow","","","","",""
"https://www.casapy.com/?s=vega+xl&post_type=product","0","Non indexable","noindex","","","noindex, follow, max-image-preview:large","","","","",""
"https://www.casapy.com/categorie-produit/les-vega/","0","Indexable","","","","max-image-preview:large","","","","",""
"https://www.casapy.com/produit/sirius-lincoln-convertible-taille-xl-6-places-344x219-copie/","1","Indexable","","https://www.casapy.com/produit/sirius-lincoln-convertible-taille-xl-6-places-344x219-copie/","","max-image-preview:large","","","","",""
"https://www.casapy.com/mon-compte/lost-password/","1","Non indexable","Canonisé,noindex","https://www.casapy.com/mon-compte/","","max-image-preview:large, noindex, follow","noindex","","","",""
"https://www.casapy.com/categorie-produit/notre-selection-tissage-a-plat/","0","Indexable","","","","max-image-preview:large","","","","",""
"https://www.casapy.com/mentions-legales/","1","Indexable","","https://www.casapy.com/mentions-legales/","","max-image-preview:large","","","","",""
"https://www.casapy.com/categorie-produit/tu-habites-une-maison/","0","Indexable","","","","max-image-preview:large","","","","",""
"https://www.casapy.com/categorie-produit/nos-tailles-m-4-5-places/","0","Indexable","","","","max-image-preview:large","","","","",""
"https://www.casapy.com/categorie-produit/notre-selection-velours-cotele/","0","Indexable","","","","max-image-preview:large","","","","",""
"https://www.casapy.com/categorie-produit/canapes-convertibles/","0","Indexable","","","","max-image-preview:large","","","","",""
"https://www.casapy.com/categorie-produit/tu-as-un-grand-salon/","0","Indexable","","","","max-image-preview:large","","","","",""
"https://www.casapy.com/produit/vega-portland-convertible-taille-s-3-places-251x100/","1","Indexable","","https://www.casapy.com/produit/vega-portland-convertible-taille-s-3-places-251x100/","","max-image-preview:large","","","","",""
"https://www.casapy.com/wishlist/","1","Indexable","","https://www.casapy.com/wishlist/","","max-image-preview:large","","","","",""
"https://www.casapy.com/categorie-produit/canapes/","0","Indexable","","","","max-image-preview:large","","","","",""
"https://www.casapy.com/conditions-generales-dutilisation-et-protection-des-donnees/","1","Indexable","","https://www.casapy.com/conditions-generales-dutilisation-et-protection-des-donnees/","","max-image-preview:large","","","","",""
"https://www.casapy.com/contact-us/","1","Indexable","","https://www.casapy.com/contact-us/","","max-image-preview:large","","","","",""
"https://www.casapy.com/categorie-produit/nos-tailles-l-5-places/","0","Indexable","","","","max-image-preview:large","","","","",""
"https://www.casapy.com/categorie-produit/notre-selection-de-tissus-structure/","0","Indexable","","","","max-image-preview:large","","","","",""
"https://www.casapy.com/nos-collections/","1","Indexable","","https://www.casapy.com/nos-collections/","","max-image-preview:large","","","","",""
"https://www.casapy.com/produit/vega-lincoln-convertible-taille-l-5-places-260x183/","1","Indexable","","https://www.casapy.com/produit/vega-lincoln-convertible-taille-l-5-places-260x183/","","max-image-preview:large","","","","",""
"https://www.casapy.com/shop/","0","Indexable","","","","max-image-preview:large","","","","",""
"https://www.casapy.com/produit/vega-riviera-convertible-taille-s-3-places-251x100/","1","Indexable","","https://www.casapy.com/produit/vega-riviera-convertible-taille-s-3-places-251x100/","","max-image-preview:large","","","","",""
"https://www.casapy.com/categorie-produit/nos-tailles-s-3-4-places/","0","Indexable","","","","max-image-preview:large","","","","",""
"https://www.casapy.com/produit/vega-portland-convertible-taille-m-4-places-255x148/","1","Indexable","","https://www.casapy.com/produit/vega-portland-convertible-taille-m-4-places-255x148/","","max-image-preview:large","","","","",""
"https://www.casapy.com/categorie-produit/les-alya/","0","Indexable","","","","max-image-preview:large","","","","",""
"https://www.casapy.com/produit/alya-riviera-convertible-taille-s-3-places-251x100/","1","Indexable","","https://www.casapy.com/produit/alya-riviera-convertible-taille-s-3-places-251x100/","","max-image-preview:large","","","","",""
"https://www.casapy.com/categorie-produit/nos-tailles-xl-6-places/","0","Indexable","","","","max-image-preview:large","","","","",""
"https://www.casapy.com/cgv/","1","Indexable","","https://www.casapy.com/cgv/","","max-image-preview:large","","","","",""
"https://www.casapy.com/produit/alya-lincoln-convertible-taille-xl-6-places-344x219/","1","Indexable","","https://www.casapy.com/produit/alya-lincoln-convertible-taille-xl-6-places-344x219/","","max-image-preview:large","","","","",""
"https://www.casapy.com/produit/canape-vega-xl-multifonction/","1","Indexable","","https://www.casapy.com/produit/canape-vega-xl-multifonction/","","max-image-preview:large","","","","",""
"https://www.casapy.com/produit/alya-boston-convertible-taille-xl-6-places-344x219/","1","Indexable","","https://www.casapy.com/produit/alya-boston-convertible-taille-xl-6-places-344x219/","","max-image-preview:large","","","","",""
"https://www.casapy.com/produit/alya-convertible-taille-l-5-places-260x183-copie/","1","Indexable","","https://www.casapy.com/produit/alya-convertible-taille-l-5-places-260x183-copie/","","max-image-preview:large","","","","",""
"https://www.casapy.com/categorie-produit/tu-habites-un-appartement/page/2/","0","Indexable","","","","max-image-preview:large","","","","",""
"https://www.casapy.com/produit/vega-canape-m-multifonction/","1","Indexable","","https://www.casapy.com/produit/vega-canape-m-multifonction/","","max-image-preview:large","","","","",""
"https://www.casapy.com/produit/sirius-lincoln-convertible-taille-m-4-places-255x148/","1","Indexable","","https://www.casapy.com/produit/sirius-lincoln-convertible-taille-m-4-places-255x148/","","max-image-preview:large","","","","",""
"https://www.casapy.com/produit/vega-canape-l-multifonction/","1","Indexable","","https://www.casapy.com/produit/vega-canape-l-multifonction/","","max-image-preview:large","","","","",""
"https://www.casapy.com/produit/sirius-lincoln-convertible-taille-l-5-places-260x183/","1","Indexable","","https://www.casapy.com/produit/sirius-lincoln-convertible-taille-l-5-places-260x183/","","max-image-preview:large","","","","",""
"https://www.casapy.com/produit/sirius-lincoln-convertible-taille-s-3-places-251x100/","1","Indexable","","https://www.casapy.com/produit/sirius-lincoln-convertible-taille-s-3-places-251x100/","","max-image-preview:large","","","","",""
"https://www.casapy.com/produit/sirius-boston-convertible-taille-l-5-places-260x183/","1","Indexable","","https://www.casapy.com/produit/sirius-boston-convertible-taille-l-5-places-260x183/","","max-image-preview:large","","","","",""
"https://www.casapy.com/produit/alya-lincoln-convertible-taille-m-4-places-255x148/","1","Indexable","","https://www.casapy.com/produit/alya-lincoln-convertible-taille-m-4-places-255x148/","","max-image-preview:large","","","","",""
"https://www.casapy.com/produit/alya-boston-convertible-taille-m-4-places-255x148/","1","Indexable","","https://www.casapy.com/produit/alya-boston-convertible-taille-m-4-places-255x148/","","max-image-preview:large","","","","",""
"https://www.casapy.com/produit/sirius-boston-convertible-taille-s-3-places-251x100/","1","Indexable","","https://www.casapy.com/produit/sirius-boston-convertible-taille-s-3-places-251x100/","","max-image-preview:large","","","","",""
"https://www.casapy.com/produit/sirius-boston-convertible-taille-m-4-places-255x148/","1","Indexable","","https://www.casapy.com/produit/sirius-boston-convertible-taille-m-4-places-255x148/","","max-image-preview:large","","","","",""
"https://www.casapy.com/produit/alya-boston-convertible-taille-s-3-places-251x100/","1","Indexable","","https://www.casapy.com/produit/alya-boston-convertible-taille-s-3-places-251x100/","","max-image-preview:large","","","","",""
"https://www.casapy.com/produit/alya-lincoln-convertible-taille-s/","1","Indexable","","https://www.casapy.com/produit/alya-lincoln-convertible-taille-s/","","max-image-preview:large","","","","",""
"https://www.casapy.com/produit/alya-lincoln-convertible-taille-l-5-places-260x183/","1","Indexable","","https://www.casapy.com/produit/alya-lincoln-convertible-taille-l-5-places-260x183/","","max-image-preview:large","","","","",""
