"Adresse","Occurrences","Meta Description 1","Longueur de la Meta Description 1","Largeur en pixels de la Meta Description 1","Indexabilité","Statut d'indexabilité"
"https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-mexique/theme,/pays,153/ville,/","1","95 circuits Mexique pas chers avec Promovacances, à partir de 2003€ ☀☀. Circuit Mexique 15 jours, 3 semaines. Partez à la découverte des 4 coins du monde. Circuit pas cher à prix promos. ⇨Réservez maintenant !","209","1326","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-tanzanie/","1","Découvrez nos voyages en Tanzanie : safari dans les grands parcs, détente à Zanzibar ou combiné safari + plage. Séjours tout compris avec vols inclus.","150","946","Indexable",""
"https://www.promovacances.com/croisiere-egypte/gloire-des-pharaons-79859.html","1","☀☀☀ Votre croisiere Gloire des Pharaons Egypte à partir de 619.0€ . Croisière Egypte Promovacances pas chers !","110","695","Indexable",""
"https://www.promovacances.com/hotel-jumbo-riu-lupita/mexique-playa-del-carmen-61611.html","1","Découvrez Jumbo Riu Lupita à Playa del Carmen, Mexique : dès 1119.0€ (VOL+HOTEL). Promos toute l'année !","104","690","Indexable",""
"https://www.promovacances.com/hotel-ramada-attica-riviera/grece-vravrona-59188.html","1","Découvrez Ramada Attica Riviera à Vravrona, Grece : dès 513.00€ (VOL+HOTEL). Promos toute l'année !","99","648","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-egypte/","1","Voyage Egypte ☀ : Profitez des meilleurs offres de séjours Egypte et de vacances Egypte en hôtels et clubs à petits prix !","122","747","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-oman/","1","Voyage Oman ☀ : Profitez des meilleurs offres de séjours Oman et de vacances Oman en hôtels et clubs à petits prix !","116","730","Indexable",""
"https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-egypte/theme,/pays,62/ville,/","1","231 circuits Egypte pas chers avec Promovacances, à partir de 799€ ☀☀. Circuit Egypte 15 jours, 3 semaines. Partez à la découverte des 4 coins du monde. Circuit pas cher à prix promos. ⇨Réservez maintenant !","207","1305","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-bali/indonesie/","0","","0","0","Indexable",""
"https://www.promovacances.com/destinations/week-end-pas-cher/sejour-week-end/theme,/","1","Court séjour et week end : laissez-vous séduire par les offres week-end de Promovacances et courts séjours 2021. Réservez un week-end en France, un court séjour dans une grande capitale européenne. Week end et courts séjours à prix promo","237","1518","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-madere/","1","Voyage Madere ☀ : Profitez des meilleurs offres de séjours Madere et de vacances Madere en hôtels et clubs à petits prix !","122","763","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-ile-maurice/","1","Voyage Île Maurice : Hôtels de rêve sur lagon turquoise. Offres Séjours et Tout Inclus dès 799 €. Réservation avec paiement en 4x disponible.","141","881","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-portugal/","1","Voyages Portugal : réservez vos vacances au Portugal en duo, en solo ou en famille. Séjours tout compris, courts ou longs, à petits prix toute l’année !","152","930","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-grece/","1","Voyage Grèce (et iles grecques) ⛵ : Découvrez notre sélection au meilleur prix, jusqu'à -60% de réduction ! Réservez dès maintenant !
!","135","830","Non indexable","noindex"
"https://www.promovacances.com/circuit-thailande/essentiels-de-la-thailande-62681.html","1","☀☀☀ Découvrez le circuit Essentiels de la Thailande Thailande : ✓28 photos, ✓à partir 1220.0€ . Cliquez ici pour découvrir le circuit Bangkok Thailande Promovacances !","167","1030","Indexable",""
"https://www.promovacances.com/accueil/ski/","1","Location ski : Vacances à la montagne avec Promovacances. Chalets et résidences pas chères. montagne, séjours montagne et vacances au ski.","138","902","Indexable",""
"https://www.promovacances.com/france/club-le-village-des-isles-haute-corse-taglio-48641.html","1","Découvrez Le Village des Isles à Taglio, France Corse : dès 711.00€ (VOL+HOTEL). Promos toute l'année !","103","660","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-sardaigne/italie/","1","Voyage Sardaigne ☀☀ : Profitez des meilleurs offres de séjours Sardaigne et de vacances Sardaigne en hôtels et clubs à petits prix !","132","815","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-sri-lanka/","1","Voyage Sri Lanka ☀ : Profitez des meilleurs offres de séjours Sri Lanka et de vacances Sri Lanka en hôtels et clubs à petits prix !","131","793","Indexable",""
"https://www.promovacances.com/idees-vacances/partir/vacances-avril/","1","Où partir en avril au soleil ? Découvrez les meilleures destinations pour profiter des plages et de températures agréables.","123","755","Indexable",""
"https://www.promovacances.com/hotel-framissima-elion-seaside-resort/grece-vassilikos-74259.html","1","Découvrez Framissima Elion Seaside Resort à Vassilikos, Grece : dès 562.00€ (VOL+HOTEL). Promos toute l'année !","111","724","Indexable",""
"https://www.promovacances.com/circuit-corse/decouverte-dexception-propriano-les-pieds-dans-leau-au-belambra-arena-bianca-79798.html","1","☀☀☀ Découvrez le circuit Découverte d’exception - Propriano, les pieds dans l’eau au Belambra Arena Bianca 3* France Corse : ✓17 photos, ✓à partir 1246.00€ . Cliquez ici pour découvrir le circuit Ajaccio France Corse Promovacances !","232","1444","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-malte/","1","Voyage Malte ☀ : Profitez des meilleurs offres de séjours Malte et de vacances Malte en hôtels et clubs à petits prix !","119","726","Indexable",""
"https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-canada/theme,/pays,37/ville,/","1","Circuit Canada 12 à 15 jours tout compris avec guide. Vols, hôtels et visites inclus. Option extension New York disponible selon dates et formules.","147","910","Indexable",""
"https://www.promovacances.com/accueil/france/","1","Vacances pas chères en France : hôtels, clubs, campings… Nos offres à prix mini pour partir sans vous ruiner avec Promovacances.","128","818","Indexable",""
"https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-inde/theme,/pays,118/ville,/","1","Circuit Inde 10 jours avec guide. Vols, hôtels et visites inclus. Itinéraire combiné Nord et Sud. Formule tout compris, idéal familles ou seniors.","146","879","Indexable",""
"https://www.promovacances.com/hotel-jumbo-hammamet-beach/tunisie-hammamet-53550.html","1","Découvrez Jumbo Hammamet Beach à Hammamet, Tunisie : dès 327.0€ (VOL+HOTEL). Promos toute l'année !","99","692","Indexable",""
"https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-costa-rica/theme,/pays,52/ville,/","1","77 circuits Costa Rica pas chers avec Promovacances, à partir de 2500€ ☀☀. Circuit Costa Rica 15 jours, 3 semaines. Partez à la découverte des 4 coins du monde. Circuit pas cher à prix promos. ⇨Réservez maintenant !","215","1354","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-baleares/espagne/","1","Voyage aux Baléares pas cher. Vacances tout compris avec vols et hôtel inclus dès 277 euros.","92","588","Indexable",""
"https://www.promovacances.com/hotel-jumbo-petit-village-proche-palmariva/grece-eretria-75582.html","1","Découvrez Jumbo Petit Village (proche Palmariva) à Eretria, Grece : dès 450.0€ (VOL+HOTEL). Promos toute l'année !","114","731","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-japon/","1","Voyage Japon ☀ : Profitez des meilleurs offres de séjours Japon et de vacances Japon en hôtels et clubs à petits prix !","119","735","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-maldives/","1","164 offres de séjours aux Maldives. Voyage vol + hôtel tout compris au meilleur prix. Partez en couple, entre amis ou en famille avec transferts inclus et pension complète.","172","1066","Indexable",""
"https://www.promovacances.com/accueil/voyage-tout-compris/","1","Réservez votre séjour tout compris au meilleur prix : vols, hôtel, repas et boissons inclus. Profitez de vacances all inclusive sans souci en 2026 !","148","895","Indexable",""
"https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-thailande/theme,/pays,215/ville,/","1","Envolez-vous pour un circuit en Thaïlande à partir de 1445€. Découvrez tous nos circuits en Thailande : circuit de 15 jours, 3 semaines ou combinés. Circuit pas cher avec Promovacances. Réservez maintenant !","207","1306","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-hotel-sicile/sicile-et-italie-du-sud-italie/","1","Voyage Sicile ☀☀ : Profitez des meilleurs offres de séjours Sicile et de vacances Sicile en hôtels et clubs à petits prix !","123","727","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-thailande/","1","Voyage Thaïlande : vols + transferts + hôtel inclus. Circuits, séjour ou tout compris à Phuket, Khao Lak et Chiang Mai au meilleur prix.","136","828","Indexable",""
"https://www.promovacances.com/destinations/sejour-voyage/sejour/theme,/","1","Découvrez nos séjours pas chers tout compris : vols + hôtel en promo, pension au choix et départs depuis Paris et les grandes villes.","133","826","Indexable",""
"https://www.promovacances.com/accueil/sejour-thalasso/","1","Thalasso : Week End Thalasso, séjours bien être et Spa. Thalasso en France, Normandie, Carnac et Saint Malo, et à l'étranger. Promovacances vous propose de nombreux Séjours et Week End en cure pas Cher","201","1300","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-hotel-martinique/iles-grenadines-antilles/","1","Voyage Martinique : nos offres séjours et circuits pour profiter du soleil des Caraïbes en formule tout compris ! Réservez au meilleur prix.","140","855","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-croatie-et-cote-dalmate/","1","Voyage Croatie : vols, transferts et hôtel inclus. Séjours tout compris ou circuits Dubrovnik, Split et les parcs nationaux à petit prix.","137","809","Indexable",""
"https://www.promovacances.com/hotel-framissima-oasis-belorizonte/cap-vert-santa-maria-61514.html","1","Découvrez Framissima Oasis Belorizonte à Santa Maria, Cap Vert : 14 avis, dès 789.00€ (VOL+HOTEL). Promos toute l'année !","121","784","Indexable",""
"https://www.promovacances.com/mes-favoris/","1","Gérez selon votre goût votre liste de favoris sur Fram et facilitez vous la vie.","80","472","Non indexable","noindex"
"https://www.promovacances.com/hotel-jumbo-castell-dels-hams/baleares-porto-cristo-61409.html","1","Découvrez Jumbo Castell dels Hams à Porto Cristo, Baleares : dès 438.0€ (VOL+HOTEL). Promos toute l'année !","107","699","Indexable",""
"https://www.promovacances.com/accueil/circuit-touristique/","1","Circuits pas chers avec Promovacances : circuit, autotour, combiné balnéaire. Découvrez nos circuits découvertes, aventures pour des vacances placées sous le signe de l'évasion.","177","1116","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-etats-unis/","1","Voyage États-Unis : Promovacances propose des séjours inoubliables. Découvrez nos offres exceptionnelles. Votre aventure américaine vous attend !","145","932","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-punta-cana/republique-dominicaine/","1","Voyage Punta Cana ☀☀ : Profitez des meilleurs offres de séjours Punta Cana et de vacances Punta Cana en hôtels et clubs à petits prix !","135","840","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-espagne/","1","Voyage Espagne : réservez vos vacances en famille, en couple ou entre amis dès €. Séjour tout compris en Andalousie, Baléares ou Canaries au meilleur prix.","155","981","Indexable",""
"https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-senegal/theme,/pays,196/ville,/","1","53 circuits Senegal pas chers avec Promovacances, à partir de 889€ ☀☀. Circuit Senegal 15 jours, 3 semaines. Partez à la découverte des 4 coins du monde. Circuit pas cher à prix promos. ⇨Réservez maintenant !","208","1312","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-turquie/","1","Voyage Turquie ☀☀ : Découvrez nos meilleurs offres de séjours Turquie et profitez de vos vacances nos hôtels en Turquie et clubs aux meilleurs prix !","149","926","Indexable",""
"https://www.promovacances.com/information/securite-paiement/","1","Promovacances sécurise vos informations de paiement & autres informations personnelles lors de vos transactions.","112","726","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-djerba/tunisie/","1","Voyages à Djerba ▸►▶ 124 séjours à Djerba ☀☀ à prix promo. Des vacances à partir de 280€ TTC, jusqu'à -60% de réduction. ⇨Réservez maintenant !","143","907","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-maroc/","1","Voyage Maroc ☀ : découvrez nos offres de vacances au Maroc en famille, seul ou en couple. Séjours au Maroc en hôtel et club tout inclus avec Promovacances","154","989","Indexable",""
"https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-canaries/theme,/pays,38/ville,/","1","33 circuits Canaries pas chers avec Promovacances, à partir de 1463€ ☀☀. Circuit Canaries 15 jours, 3 semaines. Partez à la découverte des 4 coins du monde. Circuit pas cher à prix promos. ⇨Réservez maintenant !","211","1330","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-guadeloupe/antilles/","1","Partez dès maintenant pour un voyage en Guadeloupe ! Séjours tout compris à prix promo avec vols et transferts inclus pour des vacances au soleil des Antilles.","159","1000","Indexable",""
"https://www.promovacances.com/idees-vacances/vacances-campings/","1","Si vous cherchez une expérience de vacances amusante et authentique en plein air, ne cherchez plus ! Les vacances en camping sont l'option parfaite pour des vacances mémorables en famille ou entre amis.","202","1294","Indexable",""
"https://www.promovacances.com/voyage-de-groupe/","1","Voyage de Groupe : Voyage entre amis, en famille, profitez de nos bons plans pour voyager à plusieurs","101","640","Indexable",""
"https://www.promovacances.com/idees-vacances/ventes-flash/","1","Vente Flash Voyage : vacances tarif exclusif et opérations spéciales. Toutes les semaines, une offre de voyage négociée. Découvrez les ventes Flash voyage Exclusivité Promovacances !","182","1158","Indexable",""
"https://www.promovacances.com/idees-vacances/voyage-toussaint/","1","Réservez votre voyage de dernière minute pour la Toussaint avec Promovacances ! Ne laissez pas passer ces offres exclusives pour un séjour inoubliable. Départ imminent !","169","1078","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-zanzibar/zanzibar/","1","Zanzibar vous attend avec ses plages turquoise et ses parfums d’épices. Découvrez quand partir et que faire pour profiter pleinement de votre voyage sur l’île.","159","986","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-antilles/","1","Voyage Antilles ☀ : Profitez des meilleurs offres de séjours Antilles et de vacances Antilles en hôtels et clubs à petits prix !","128","759","Indexable",""
"https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-sri-lanka/theme,/pays,206/ville,/","1","132 circuits Sri Lanka pas chers avec Promovacances, à partir de 1558€ ☀☀. Circuit Sri Lanka 15 jours, 3 semaines. Partez à la découverte des 4 coins du monde. Circuit pas cher à prix promos. ⇨Réservez maintenant !","214","1343","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-tunisie/","1","Voyage Tunisie : explorez Hammamet, Monastir et bien plus avec Promovacances. Réservez vos vacances ensoleillées dans les plus beaux hôtels à prix réduits !","156","1005","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-hotel-marrakech/marrakech-villes-imperiales-maroc/","1","Voyage Marrakech ☀☀ : Profitez des meilleurs offres de séjours Marrakech et de vacances Marrakech en hôtels et clubs à petits prix !","132","826","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-hotel-corfou/iles-grecques-grece/","1","Voyage Corfou ☀☀ : Profitez des meilleurs offres de séjours Corfou et de vacances Corfou en hôtels et clubs à petits prix !","123","752","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-crete/grece/","1","Voyage Crète : Hôtels tout compris petit prix, vacances Crète 2 semaines et séjours courts, circuits et séjour en Crète pas cher avec Promovacances","147","922","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-afrique-du-sud/","1","Voyage Afrique Du Sud ☀ : Profitez des meilleurs offres de séjours Afrique Du Sud et de vacances Afrique Du Sud en hôtels et clubs à petits prix !","146","900","Indexable",""
"https://www.promovacances.com/circuit-inde/beautes-du-rajasthan-62171.html","1","☀☀☀ Découvrez le circuit Beautés du Rajasthan Inde : ✓21 photos, ✓à partir 1139.0€ . Cliquez ici pour découvrir le circuit Delhi Inde Promovacances !","149","910","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-cuba/","1","Séjour à Cuba : découvrez nos offres tout compris, circuits et voyages dernière minute. Profitez des plages paradisiaques et d’hôtels au meilleur prix !","152","932","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-senegal/","1","Voyage Sénégal : Découvrez Dakar et ses plages, le parc de Djoudj et la Casamance. Offres de séjours uniques. Réservez dès maintenant !","135","862","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-seychelles/","1","Séjour aux Seychelles : lagons turquoise, sable blanc et hôtels en bord de mer. Profitez de nos offres tout compris avec vols et transferts inclus.","147","896","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-cap-vert/","1","Voyage Cap Vert : vols + transferts + hôtel inclus. Séjours tout compris à Sal, Boa Vista ou Santo Antão au meilleur prix.","122","743","Indexable",""
"https://www.promovacances.com/qui-sommes-nous/","1","Découvrez Promovacances. Première agence de voyage en France avec 25 ans d'expertise, Promovacances vous propose une offre de voyage complète et adaptée à toutes vos envies.","173","1149","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-kenya/","1","A la recherche d'un safari pas cher au Kenya ? Des séjours au Kenya &#9728;&#9728; avec Promovacances à partir de 1202€, jusqu'à -60% de réduction. Voyage & Safari 9-10 jours, 2 semaines. Des vacances à petits prix!","215","1280","Indexable",""
"https://www.promovacances.com/accueil/week-end-pas-cher/","1","Week End Pas cher : large choix de Courts Séjours ou Week ends pas chers sur Promovacances. Week End en Europe, Amérique du Nord et Afrique du Nord. Week end à prix promo !","172","1130","Indexable",""
"https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-cuba/theme,/pays,56/ville,/","1","32 circuits Cuba pas chers avec Promovacances, à partir de 1871€ ☀☀. Circuit Cuba 15 jours, 3 semaines. Partez à la découverte des 4 coins du monde. Circuit pas cher à prix promos. ⇨Réservez maintenant !","203","1284","Indexable",""
"https://www.promovacances.com/vol-pas-cher/","1","Billet d'avion ✈ Trouvez un vol pas cher avec Promovacances ! Comparez nos offres de vols dans le monde entier et réservez vos billets au meilleur prix !","153","951","Indexable",""
"https://www.promovacances.com/idees-vacances/offres-coup-de-coeur/","1","Découvrez notre sélection de voyages pour partir vous ressourcer au meilleur prix ! Des destinations coup de cœur pour des vacances inoubliables.","145","918","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-republique-dominicaine/","1","Réservez votre voyage en République Dominicaine à petit prix. Séjours tout compris, vols inclus et hôtels en bord de plage à Punta Cana ou Bayahibe.","148","931","Indexable",""
"https://www.promovacances.com/hotel-jumbo-quercus/croatie-drvenik-60089.html","1","Découvrez Jumbo Quercus à Drvenik, Croatie : dès 446.0€ (VOL+HOTEL). Promos toute l'année !","91","599","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-canaries/espagne/","1","Voyage aux Canaries : circuits et séjours all inclusive à Tenerife, Lanzarote ou Fuerteventura entre plages, volcans et soleil toute l’année.","141","848","Indexable",""
"https://www.promovacances.com/accueil/hotel-club-vacances/","1","Club de Vacances en France et étranger : des hôtels clubs en tout inclus avec animation. Club Framissima, Jumbo, des clubs dédiés aux Familles et à tous ceux à la recherche de convivialité. Animations francophones, sportives et ludiques, club ado, wifi. Des clubs de vacances pour petits et grands !","299","1863","Indexable",""
"https://www.promovacances.com/accueil/vacances-au-soleil/","1","Réservez vos vacances au soleil avec Promovacances. Profitez de séjours en club de vacances et resorts au meilleur prix !","121","764","Indexable",""
"https://www.promovacances.com/agences-de-voyages/","1","Agence de voyage promovacances : Créez votre voyage de rêvesen ligne ou en agence grâce à nos 80 agences partout en France.","123","811","Non indexable","noindex"
"https://www.promovacances.com/idees-vacances/week-end-amoureux/","1","Découvrez nos offres pour un weekend en amoureux parfait. Réservez maintenant et vivez des moments inoubliables avec Promovacances !","132","875","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-hotel-majorque/baleares-espagne/","1","Voyage Majorque ☀☀ : Profitez des meilleurs offres de séjours Majorque et de vacances Majorque en hôtels et clubs à petits prix !","129","803","Indexable",""
"https://www.promovacances.com/idees-vacances/black-friday/","1","Profitez du Black Friday pour des offres vol + hôtel, séjours tout compris et circuits touristiques à prix cassés !","115","686","Indexable",""
"https://www.promovacances.com/france/locations-vacances-france/","1","Location vacances en France : comparez les offres des plus grands acteurs en quelques clics avec Promovacances. Bons plans locations en France pour les vacances !","162","1045","Indexable",""
"https://www.promovacances.com/hotel-plein-vent-selection-coral-costa-caribe-beach-resort/republique-dominicaine-juan-dolio-49778.html","1","Découvrez Plein Vent Sélection Coral Costa Caribe Beach Resort à Juan Dolio, République Dominicaine : dès 1082.0€ (VOL+HOTEL). Promos toute l'année !","149","968","Indexable",""
"https://www.promovacances.com/hotel-framissima-holiday-club-laponie-activites-incluses/finlande-saariselka-59744.html","1","Découvrez Framissima Holiday Club Laponie (activités incluses) à Saariselkä, Finlande : 11 avis, dès 1489.0€ (VOL+HOTEL). Promos toute l'année !","144","918","Indexable",""
"https://www.promovacances.com/vacances/sejour-2en1/sejour-circuit-2en1/theme,289/pays,/ville,/","1","Trouvez un voyage pas cher cher Promovacances. Réservez vos vacances dans le monde entier et des voyages petits prix en France ou à l'étranger.","143","921","Indexable",""
"https://www.promovacances.com/espace-client/login","0","","0","0","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-bulgarie/","1","Voyage Bulgarie : découvrez nos offres vol + hôtel, circuits culturels ou clubs famille tout compris. Départs garantis, sans visa depuis la France.","147","893","Indexable",""
"https://www.promovacances.com/destinations/voyage-derniere-minute/voyage/theme,/","1","Partez en voyage dernière minute et profitez des meilleurs prix. Vol et hôtel, séjours tout compris, départs rapides en France et au soleil.","140","848","Indexable",""
"https://www.promovacances.com/idees-vacances/partir/vacances-printemps/","1","Où partir au printemps ? Inspirez-vous avec nos idées de destinations nature, paysages en fleurs, villages, randonnées et voyages hors saison.","142","886","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-sri-lanka/theme,28/pays,206/ville,/","1","Partez en famille Sri Lanka avec Promovacances ! Découvrez nos offres de séjours adaptés aux enfants : hôtels avec piscine, clubs et circuits. Réservez vite !","158","979","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-panama/theme,28/pays,170/ville,/","1","","0","0","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-djerba/theme,28/pays,219/ville,714/","1","Partez en famille Djerba avec Promovacances ! Découvrez nos offres de séjours adaptés aux enfants : hôtels avec piscine, clubs et circuits. Réservez vite !","155","961","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-hammamet/theme,28/pays,219/ville,845/","1","Partez en famille Hammamet avec Promovacances ! Découvrez nos offres de séjours adaptés aux enfants : hôtels avec piscine, clubs et circuits. Réservez vite !","157","995","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-baleares/theme,28/pays,19/ville,/","1","Partez en famille Baleares avec Promovacances ! Découvrez nos offres de séjours adaptés aux enfants : hôtels avec piscine, clubs et circuits. Réservez vite !","157","976","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-cap-vert/theme,28/pays,39/ville,/","1","Partez en famille Cap Vert avec Promovacances ! Découvrez nos offres de séjours adaptés aux enfants : hôtels avec piscine, clubs et circuits. Réservez vite !","157","975","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-corfou/theme,28/pays,50/ville,/","1","Partez en famille Corfou avec Promovacances ! Découvrez nos offres de séjours adaptés aux enfants : hôtels avec piscine, clubs et circuits. Réservez vite !","155","963","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-bulgarie/theme,28/pays,32/ville,/","1","Partez en famille Bulgarie avec Promovacances ! Découvrez nos offres de séjours adaptés aux enfants : hôtels avec piscine, clubs et circuits. Réservez vite !","157","972","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-bali/theme,28/pays,20/ville,/","1","Partez en famille Bali avec Promovacances ! Découvrez nos offres de séjours adaptés aux enfants : hôtels avec piscine, clubs et circuits. Réservez vite !","153","944","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-ibiza/theme,28/pays,112/ville,/","1","","0","0","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-finlande/theme,28/pays,71/ville,/","1","","0","0","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-lanzarote/theme,28/pays,235/ville,/","1","Partez en famille Lanzarote avec Promovacances ! Découvrez nos offres de séjours adaptés aux enfants : hôtels avec piscine, clubs et circuits. Réservez vite !","158","983","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-essaouira/theme,28/pays,149/ville,248/","1","","0","0","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-senegal/theme,28/pays,196/ville,/","1","Partez en famille Senegal avec Promovacances ! Découvrez nos offres de séjours adaptés aux enfants : hôtels avec piscine, clubs et circuits. Réservez vite !","156","971","Indexable",""
