"Adresse","Title 1","Occurrences","Hreflang HTML 1","URL hreflang HTML 1","Hreflang HTML 2","URL hreflang HTML 2","Hreflang HTML 3","URL hreflang HTML 3","Hreflang HTTP 1","URL hreflang HTTP 1","Hreflang du sitemap 1","URL hreflang du sitemap 1","Indexabilité","Statut d'indexabilité"
"https://www.promovacances.com/idees-vacances/offres-croisieres-iles-grenadines/","Croisières en catamaran dans les Caraïbes | Promovacances","3","fr-FR","https://www.promovacances.com/idees-vacances/offres-croisieres-iles-grenadines/","fr-BE","https://www.promovacances.be/idees-vacances/offres-croisieres-iles-grenadines/","x-default","https://www.promovacances.com/idees-vacances/offres-croisieres-iles-grenadines/","","","","","Indexable",""
"https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-mexique/theme,/pays,153/ville,/","Circuit Mexique | 95 offres de circuits touristiques","3","fr-FR","https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-mexique/theme,/pays,153/ville,/","fr-BE","https://www.promovacances.be/vacances/circuit-touristique/sejour-circuit-mexique/theme,/pays,153/ville,/","x-default","https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-mexique/theme,/pays,153/ville,/","","","","","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-tanzanie/","Voyage Tanzanie : séjours tout compris et safaris dès 849 €","3","fr-FR","https://www.promovacances.com/vacances-sejour-hotel/voyage-tanzanie/","fr-BE","https://www.promovacances.be/vacances-sejour-hotel/voyage-tanzanie/","x-default","https://www.promovacances.com/vacances-sejour-hotel/voyage-tanzanie/","","","","","Indexable",""
"https://www.promovacances.com/croisiere-egypte/gloire-des-pharaons-79859.html","Croisiere Gloire des Pharaons 5* Egypte - Promovacances","3","fr-FR","https://www.promovacances.com/croisiere-egypte/gloire-des-pharaons-79859.html","fr-BE","https://www.promovacances.be/croisiere-egypte/gloire-des-pharaons-79859.html","x-default","https://www.promovacances.com/croisiere-egypte/gloire-des-pharaons-79859.html","","","","","Indexable",""
"https://www.promovacances.com/hotel-jumbo-riu-lupita/mexique-playa-del-carmen-61611.html","Club Jumbo Riu Lupita Playa del Carmen Mexique","3","fr-FR","https://www.promovacances.com/hotel-jumbo-riu-lupita/mexique-playa-del-carmen-61611.html","fr-BE","https://www.promovacances.be/hotel-jumbo-riu-lupita/mexique-playa-del-carmen-61611.html","x-default","https://www.promovacances.com/hotel-jumbo-riu-lupita/mexique-playa-del-carmen-61611.html","","","","","Indexable",""
"https://www.promovacances.com/hotel-ramada-attica-riviera/grece-vravrona-59188.html","Hôtel Ramada Attica Riviera Vravrona Grece","3","fr-FR","https://www.promovacances.com/hotel-ramada-attica-riviera/grece-vravrona-59188.html","fr-BE","https://www.promovacances.be/hotel-ramada-attica-riviera/grece-vravrona-59188.html","x-default","https://www.promovacances.com/hotel-ramada-attica-riviera/grece-vravrona-59188.html","","","","","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-egypte/","Voyage Egypte, séjours pas chers & circuits","3","fr-FR","https://www.promovacances.com/vacances-sejour-hotel/voyage-egypte/","fr-BE","https://www.promovacances.be/vacances-sejour-hotel/voyage-egypte/","x-default","https://www.promovacances.com/vacances-sejour-hotel/voyage-egypte/","","","","","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-oman/","Voyage Oman dès 751€, vacances et séjour Oman","3","fr-FR","https://www.promovacances.com/vacances-sejour-hotel/voyage-oman/","fr-BE","https://www.promovacances.be/vacances-sejour-hotel/voyage-oman/","x-default","https://www.promovacances.com/vacances-sejour-hotel/voyage-oman/","","","","","Indexable",""
"https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-egypte/theme,/pays,62/ville,/","Circuit Egypte | 231 offres de circuits touristiques","3","fr-FR","https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-egypte/theme,/pays,62/ville,/","fr-BE","https://www.promovacances.be/vacances/circuit-touristique/sejour-circuit-egypte/theme,/pays,62/ville,/","x-default","https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-egypte/theme,/pays,62/ville,/","","","","","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-bali/indonesie/","","3","fr-FR","https://www.promovacances.com/vacances-sejour-hotel/voyage-bali/indonesie/","fr-BE","https://www.promovacances.be/vacances-sejour-hotel/voyage-bali/indonesie/","x-default","https://www.promovacances.com/vacances-sejour-hotel/voyage-bali/indonesie/","","","","","Indexable",""
"https://www.promovacances.com/destinations/week-end-pas-cher/sejour-week-end/theme,/","Court séjour et Week end : toutes nos destinations en week end et court séjour en France et à l'étranger","3","fr-FR","https://www.promovacances.com/destinations/week-end-pas-cher/sejour-week-end/theme,/","fr-BE","https://www.promovacances.be/destinations/week-end-pas-cher/sejour-week-end/theme,/","x-default","https://www.promovacances.com/destinations/week-end-pas-cher/sejour-week-end/theme,/","","","","","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-madere/","Voyage Madère : séjours et tout compris dès 441€","3","fr-FR","https://www.promovacances.com/vacances-sejour-hotel/voyage-madere/","fr-BE","https://www.promovacances.be/vacances-sejour-hotel/voyage-madere/","x-default","https://www.promovacances.com/vacances-sejour-hotel/voyage-madere/","","","","","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-ile-maurice/","Voyage Île Maurice dès 799€ | Séjours tout compris & circuits","3","fr-FR","https://www.promovacances.com/vacances-sejour-hotel/voyage-ile-maurice/","fr-BE","https://www.promovacances.be/vacances-sejour-hotel/voyage-ile-maurice/","x-default","https://www.promovacances.com/vacances-sejour-hotel/voyage-ile-maurice/","","","","","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-portugal/","Voyage Portugal : séjours et circuits pas chers","3","fr-FR","https://www.promovacances.com/vacances-sejour-hotel/voyage-portugal/","fr-BE","https://www.promovacances.be/vacances-sejour-hotel/voyage-portugal/","x-default","https://www.promovacances.com/vacances-sejour-hotel/voyage-portugal/","","","","","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-grece/","Voyage Grèce dès 391€, vacances et séjour Grece","3","fr-FR","https://www.promovacances.com/vacances-sejour-hotel/voyage-grece/","fr-BE","https://www.promovacances.be/vacances-sejour-hotel/voyage-grece/","x-default","https://www.promovacances.com/vacances-sejour-hotel/voyage-grece/","","","","","Non indexable","noindex"
"https://www.promovacances.com/circuit-thailande/essentiels-de-la-thailande-62681.html","Circuit Essentiels de la Thailande Thailande - Promovacances","3","fr-FR","https://www.promovacances.com/circuit-thailande/essentiels-de-la-thailande-62681.html","fr-BE","https://www.promovacances.be/circuit-thailande/essentiels-de-la-thailande-62681.html","x-default","https://www.promovacances.com/circuit-thailande/essentiels-de-la-thailande-62681.html","","","","","Indexable",""
"https://www.promovacances.com/accueil/ski/","Vacances ski, séjour ski pas cher","3","fr-FR","https://www.promovacances.com/accueil/ski/","fr-BE","https://www.promovacances.be/accueil/ski/","x-default","https://www.promovacances.com/accueil/ski/","","","","","Indexable",""
"https://www.promovacances.com/france/club-le-village-des-isles-haute-corse-taglio-48641.html","Club Le Village des Isles Taglio France Corse","3","fr-FR","https://www.promovacances.com/france/club-le-village-des-isles-haute-corse-taglio-48641.html","fr-BE","https://www.promovacances.be/hotel-le-village-des-isles/corse-taglio-48641.html","x-default","https://www.promovacances.com/france/club-le-village-des-isles-haute-corse-taglio-48641.html","","","","","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-sardaigne/italie/","Voyage Sardaigne pas cher, séjour Sardaigne","3","fr-FR","https://www.promovacances.com/vacances-sejour-hotel/voyage-sardaigne/italie/","fr-BE","https://www.promovacances.be/vacances-sejour-hotel/voyage-sardaigne/italie/","x-default","https://www.promovacances.com/vacances-sejour-hotel/voyage-sardaigne/italie/","","","","","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-sri-lanka/","Voyage Sri Lanka : séjours vol + hôtel tout compris & circuits","3","fr-FR","https://www.promovacances.com/vacances-sejour-hotel/voyage-sri-lanka/","fr-BE","https://www.promovacances.be/vacances-sejour-hotel/voyage-sri-lanka/","x-default","https://www.promovacances.com/vacances-sejour-hotel/voyage-sri-lanka/","","","","","Indexable",""
"https://www.promovacances.com/idees-vacances/partir/vacances-avril/","Où partir au soleil en avril ? Les meilleures destinations","3","fr-FR","https://www.promovacances.com/idees-vacances/partir/vacances-avril/","fr-BE","https://www.promovacances.be/idees-vacances/partir/vacances-avril/","x-default","https://www.promovacances.com/idees-vacances/partir/vacances-avril/","","","","","Indexable",""
"https://www.promovacances.com/hotel-framissima-elion-seaside-resort/grece-vassilikos-74259.html","Club Framissima Elion Seaside Resort Vassilikos Grece","3","fr-FR","https://www.promovacances.com/hotel-framissima-elion-seaside-resort/grece-vassilikos-74259.html","fr-BE","https://www.promovacances.be/hotel-framissima-elion-seaside-resort/grece-vassilikos-74259.html","x-default","https://www.promovacances.com/hotel-framissima-elion-seaside-resort/grece-vassilikos-74259.html","","","","","Indexable",""
"https://www.promovacances.com/circuit-corse/decouverte-dexception-propriano-les-pieds-dans-leau-au-belambra-arena-bianca-79798.html","Circuit Découverte d’exception - Propriano, les pieds dans l’eau au Belambra Arena Bianca 3* France Corse - Promovacances","3","fr-FR","https://www.promovacances.com/circuit-corse/decouverte-dexception-propriano-les-pieds-dans-leau-au-belambra-arena-bianca-79798.html","fr-BE","https://www.promovacances.be/circuit-corse/decouverte-dexception-propriano-les-pieds-dans-leau-au-belambra-arena-bianca-79798.html","x-default","https://www.promovacances.com/circuit-corse/decouverte-dexception-propriano-les-pieds-dans-leau-au-belambra-arena-bianca-79798.html","","","","","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-malte/","Voyage Malte dès 281€, vacances et séjour Malte","3","fr-FR","https://www.promovacances.com/vacances-sejour-hotel/voyage-malte/","fr-BE","https://www.promovacances.be/vacances-sejour-hotel/voyage-malte/","x-default","https://www.promovacances.com/vacances-sejour-hotel/voyage-malte/","","","","","Indexable",""
"https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-canada/theme,/pays,37/ville,/","Circuit Canada 12 à 15 jours : vol + hôtel avec guide","3","fr-FR","https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-canada/theme,/pays,37/ville,/","fr-BE","https://www.promovacances.be/vacances/circuit-touristique/sejour-circuit-canada/theme,/pays,37/ville,/","x-default","https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-canada/theme,/pays,37/ville,/","","","","","Indexable",""
"https://www.promovacances.com/accueil/france/","Voyage France : vacances pas cher","3","fr-FR","https://www.promovacances.com/accueil/france/","fr-BE","https://www.promovacances.be/accueil/france/","x-default","https://www.promovacances.com/accueil/france/","","","","","Indexable",""
"https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-inde/theme,/pays,118/ville,/","Circuit Inde 10 jours , vols, hôtels & visites inclus","3","fr-FR","https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-inde/theme,/pays,118/ville,/","fr-BE","https://www.promovacances.be/vacances/circuit-touristique/sejour-circuit-inde/theme,/pays,118/ville,/","x-default","https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-inde/theme,/pays,118/ville,/","","","","","Indexable",""
"https://www.promovacances.com/hotel-jumbo-hammamet-beach/tunisie-hammamet-53550.html","Club Jumbo Hammamet Beach Hammamet Tunisie","3","fr-FR","https://www.promovacances.com/hotel-jumbo-hammamet-beach/tunisie-hammamet-53550.html","fr-BE","https://www.promovacances.be/hotel-jumbo-hammamet-beach/tunisie-hammamet-53550.html","x-default","https://www.promovacances.com/hotel-jumbo-hammamet-beach/tunisie-hammamet-53550.html","","","","","Indexable",""
"https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-costa-rica/theme,/pays,52/ville,/","Circuit Costa Rica | 77 offres de circuits touristiques","3","fr-FR","https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-costa-rica/theme,/pays,52/ville,/","fr-BE","https://www.promovacances.be/vacances/circuit-touristique/sejour-circuit-costa-rica/theme,/pays,52/ville,/","x-default","https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-costa-rica/theme,/pays,52/ville,/","","","","","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-baleares/espagne/","Vacances Baléares : voyages et séjours","3","fr-FR","https://www.promovacances.com/vacances-sejour-hotel/voyage-baleares/espagne/","fr-BE","https://www.promovacances.be/vacances-sejour-hotel/voyage-baleares/espagne/","x-default","https://www.promovacances.com/vacances-sejour-hotel/voyage-baleares/espagne/","","","","","Indexable",""
"https://www.promovacances.com/hotel-jumbo-petit-village-proche-palmariva/grece-eretria-75582.html","Club Jumbo Petit Village (proche Palmariva) Eretria Grece","3","fr-FR","https://www.promovacances.com/hotel-jumbo-petit-village-proche-palmariva/grece-eretria-75582.html","fr-BE","https://www.promovacances.be/hotel-jumbo-petit-village-proche-palmariva/grece-eretria-75582.html","x-default","https://www.promovacances.com/hotel-jumbo-petit-village-proche-palmariva/grece-eretria-75582.html","","","","","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-japon/","Voyage Japon dès €, vacances et séjour Japon","3","fr-FR","https://www.promovacances.com/vacances-sejour-hotel/voyage-japon/","fr-BE","https://www.promovacances.be/vacances-sejour-hotel/voyage-japon/","x-default","https://www.promovacances.com/vacances-sejour-hotel/voyage-japon/","","","","","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-maldives/","Voyage Maldives : vol + hôtel tout compris pas cher","3","fr-FR","https://www.promovacances.com/vacances-sejour-hotel/voyage-maldives/","fr-BE","https://www.promovacances.be/vacances-sejour-hotel/voyage-maldives/","x-default","https://www.promovacances.com/vacances-sejour-hotel/voyage-maldives/","","","","","Indexable",""
"https://www.promovacances.com/accueil/voyage-tout-compris/","Séjour tout compris : vacances all inclusive pas cher","3","fr-FR","https://www.promovacances.com/accueil/voyage-tout-compris/","fr-BE","https://www.promovacances.be/accueil/voyage-tout-compris/","x-default","https://www.promovacances.com/accueil/voyage-tout-compris/","","","","","Indexable",""
"https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-thailande/theme,/pays,215/ville,/","Circuit Thailande Promovacances | 338 Circuits pas chers Thailande","3","fr-FR","https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-thailande/theme,/pays,215/ville,/","fr-BE","https://www.promovacances.be/vacances/circuit-touristique/sejour-circuit-thailande/theme,/pays,215/ville,/","x-default","https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-thailande/theme,/pays,215/ville,/","","","","","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-hotel-sicile/sicile-et-italie-du-sud-italie/","Voyage Sicile : séjours vol + hôtel, tout compris et circuit","3","fr-FR","https://www.promovacances.com/vacances-sejour-hotel/voyage-hotel-sicile/sicile-et-italie-du-sud-italie/","fr-BE","https://www.promovacances.be/vacances-sejour-hotel/voyage-hotel-sicile/sicile-et-italie-du-sud-italie/","x-default","https://www.promovacances.com/vacances-sejour-hotel/voyage-hotel-sicile/sicile-et-italie-du-sud-italie/","","","","","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-thailande/","Voyage Thaïlande – Circuits, séjours et tout compris dès 790 €","3","fr-FR","https://www.promovacances.com/vacances-sejour-hotel/voyage-thailande/","fr-BE","https://www.promovacances.be/vacances-sejour-hotel/voyage-thailande/","x-default","https://www.promovacances.com/vacances-sejour-hotel/voyage-thailande/","","","","","Indexable",""
"https://www.promovacances.com/destinations/sejour-voyage/sejour/theme,/","Séjour pas cher – Séjours vol + Hôtel en promo","3","fr-FR","https://www.promovacances.com/destinations/sejour-voyage/sejour/theme,/","fr-BE","https://www.promovacances.be/destinations/sejour-voyage/sejour/theme,/","x-default","https://www.promovacances.com/destinations/sejour-voyage/sejour/theme,/","","","","","Indexable",""
"https://www.promovacances.com/accueil/sejour-thalasso/","Thalasso : séjour spa & week-end soins","3","fr-FR","https://www.promovacances.com/accueil/sejour-thalasso/","fr-BE","https://www.promovacances.be/accueil/sejour-thalasso/","x-default","https://www.promovacances.com/accueil/sejour-thalasso/","","","","","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-hotel-martinique/iles-grenadines-antilles/","Voyage Martinique : séjours et circuits tout compris dès 599 €","3","fr-FR","https://www.promovacances.com/vacances-sejour-hotel/voyage-hotel-martinique/iles-grenadines-antilles/","fr-BE","https://www.promovacances.be/vacances-sejour-hotel/voyage-hotel-martinique/iles-grenadines-antilles/","x-default","https://www.promovacances.com/vacances-sejour-hotel/voyage-hotel-martinique/iles-grenadines-antilles/","","","","","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-croatie-et-cote-dalmate/","Voyage Croatie : séjours vol + hôtel tout compris","3","fr-FR","https://www.promovacances.com/vacances-sejour-hotel/voyage-croatie-et-cote-dalmate/","fr-BE","https://www.promovacances.be/vacances-sejour-hotel/voyage-croatie-et-cote-dalmate/","x-default","https://www.promovacances.com/vacances-sejour-hotel/voyage-croatie-et-cote-dalmate/","","","","","Indexable",""
"https://www.promovacances.com/hotel-framissima-oasis-belorizonte/cap-vert-santa-maria-61514.html","Club Framissima Oasis Belorizonte Santa Maria Cap Vert","3","fr-FR","https://www.promovacances.com/hotel-framissima-oasis-belorizonte/cap-vert-santa-maria-61514.html","fr-BE","https://www.promovacances.be/hotel-framissima-oasis-belorizonte/cap-vert-santa-maria-61514.html","x-default","https://www.promovacances.com/hotel-framissima-oasis-belorizonte/cap-vert-santa-maria-61514.html","","","","","Indexable",""
"https://www.promovacances.com/mes-favoris/","Mes hôtels favoris sur Promovacances","3","fr-FR","https://www.promovacances.com/mes-favoris/","fr-BE","https://www.promovacances.be/mes-favoris/","x-default","https://www.promovacances.com/mes-favoris/","","","","","Non indexable","noindex"
"https://www.promovacances.com/hotel-jumbo-castell-dels-hams/baleares-porto-cristo-61409.html","Club Jumbo Castell dels Hams Porto Cristo Baleares","3","fr-FR","https://www.promovacances.com/hotel-jumbo-castell-dels-hams/baleares-porto-cristo-61409.html","fr-BE","https://www.promovacances.be/hotel-jumbo-castell-dels-hams/baleares-porto-cristo-61409.html","x-default","https://www.promovacances.com/hotel-jumbo-castell-dels-hams/baleares-porto-cristo-61409.html","","","","","Indexable",""
"https://www.promovacances.com/accueil/circuit-touristique/","Circuit pas cher et voyage organisé","3","fr-FR","https://www.promovacances.com/accueil/circuit-touristique/","fr-BE","https://www.promovacances.be/accueil/circuit-touristique/","x-default","https://www.promovacances.com/accueil/circuit-touristique/","","","","","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-etats-unis/","Voyage Etats-Unis, circuits et séjours dès 717€","3","fr-FR","https://www.promovacances.com/vacances-sejour-hotel/voyage-etats-unis/","fr-BE","https://www.promovacances.be/vacances-sejour-hotel/voyage-etats-unis/","x-default","https://www.promovacances.com/vacances-sejour-hotel/voyage-etats-unis/","","","","","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-punta-cana/republique-dominicaine/","Voyage Punta Cana : séjour hôtel & vol dès 1104€","3","fr-FR","https://www.promovacances.com/vacances-sejour-hotel/voyage-punta-cana/republique-dominicaine/","fr-BE","https://www.promovacances.be/vacances-sejour-hotel/voyage-punta-cana/republique-dominicaine/","x-default","https://www.promovacances.com/vacances-sejour-hotel/voyage-punta-cana/republique-dominicaine/","","","","","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-espagne/","Voyage Espagne : séjour et vacances en Espagne dès 82€","3","fr-FR","https://www.promovacances.com/vacances-sejour-hotel/voyage-espagne/","fr-BE","https://www.promovacances.be/vacances-sejour-hotel/voyage-espagne/","x-default","https://www.promovacances.com/vacances-sejour-hotel/voyage-espagne/","","","","","Indexable",""
"https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-senegal/theme,/pays,196/ville,/","Circuit Senegal | 53 offres de circuits touristiques","3","fr-FR","https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-senegal/theme,/pays,196/ville,/","fr-BE","https://www.promovacances.be/vacances/circuit-touristique/sejour-circuit-senegal/theme,/pays,196/ville,/","x-default","https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-senegal/theme,/pays,196/ville,/","","","","","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-turquie/","Voyage Turquie pas cher","3","fr-FR","https://www.promovacances.com/vacances-sejour-hotel/voyage-turquie/","fr-BE","https://www.promovacances.be/vacances-sejour-hotel/voyage-turquie/","x-default","https://www.promovacances.com/vacances-sejour-hotel/voyage-turquie/","","","","","Indexable",""
"https://www.promovacances.com/information/securite-paiement/","Sécurité de paiement - Promovacances","3","fr-FR","https://www.promovacances.com/information/securite-paiement/","fr-BE","https://www.promovacances.be/information/securite-paiement/","x-default","https://www.promovacances.com/information/securite-paiement/","","","","","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-djerba/tunisie/","Voyage Djerba : 124 vacances et séjours à Djerba","3","fr-FR","https://www.promovacances.com/vacances-sejour-hotel/voyage-djerba/tunisie/","fr-BE","https://www.promovacances.be/vacances-sejour-hotel/voyage-djerba/tunisie/","x-default","https://www.promovacances.com/vacances-sejour-hotel/voyage-djerba/tunisie/","","","","","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-maroc/","Voyage Maroc dès 241€, vacances et séjour Maroc","3","fr-FR","https://www.promovacances.com/vacances-sejour-hotel/voyage-maroc/","fr-BE","https://www.promovacances.be/vacances-sejour-hotel/voyage-maroc/","x-default","https://www.promovacances.com/vacances-sejour-hotel/voyage-maroc/","","","","","Indexable",""
"https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-canaries/theme,/pays,38/ville,/","Circuit Canaries | 33 offres de circuits touristiques","3","fr-FR","https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-canaries/theme,/pays,38/ville,/","fr-BE","https://www.promovacances.be/vacances/circuit-touristique/sejour-circuit-canaries/theme,/pays,38/ville,/","x-default","https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-canaries/theme,/pays,38/ville,/","","","","","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-guadeloupe/antilles/","Voyage Guadeloupe dès 649 € | Séjours tout inclus & circuits","3","fr-FR","https://www.promovacances.com/vacances-sejour-hotel/voyage-guadeloupe/antilles/","fr-BE","https://www.promovacances.be/vacances-sejour-hotel/voyage-guadeloupe/antilles/","x-default","https://www.promovacances.com/vacances-sejour-hotel/voyage-guadeloupe/antilles/","","","","","Indexable",""
"https://www.promovacances.com/idees-vacances/vacances-campings/","Vos vacances en camping","3","fr-FR","https://www.promovacances.com/idees-vacances/vacances-campings/","fr-BE","https://www.promovacances.be/idees-vacances/vacances-campings/","x-default","https://www.promovacances.com/idees-vacances/vacances-campings/","","","","","Indexable",""
"https://www.promovacances.com/voyage-de-groupe/","Voyages de groupes - Promovacances","3","fr-FR","https://www.promovacances.com/voyage-de-groupe/","fr-BE","https://www.promovacances.be/voyage-de-groupe/","x-default","https://www.promovacances.com/voyage-de-groupe/","","","","","Indexable",""
"https://www.promovacances.com/idees-vacances/ventes-flash/","Vente flash","3","fr-FR","https://www.promovacances.com/idees-vacances/ventes-flash/","fr-BE","https://www.promovacances.be/idees-vacances/ventes-flash/","x-default","https://www.promovacances.com/idees-vacances/ventes-flash/","","","","","Indexable",""
"https://www.promovacances.com/idees-vacances/voyage-toussaint/","Voyages dernière minute Toussaint | Promovacances","3","fr-FR","https://www.promovacances.com/idees-vacances/voyage-toussaint/","fr-BE","https://www.promovacances.be/idees-vacances/voyage-toussaint/","x-default","https://www.promovacances.com/idees-vacances/voyage-toussaint/","","","","","Indexable",""
