"Adresse","Code HTTP","Title 1","Indexabilité","Statut d'indexabilité"
"https://www.promovacances.com/vacances-sejour-hotel/voyage-maldives/","200","Voyage Maldives : vol + hôtel tout compris pas cher","Indexable",""
"https://www.promovacances.com/accueil/voyage-tout-compris/","200","Séjour tout compris : vacances all inclusive pas cher","Indexable",""
"https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-thailande/theme,/pays,215/ville,/","200","Circuit Thailande Promovacances | 338 Circuits pas chers Thailande","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-hotel-sicile/sicile-et-italie-du-sud-italie/","200","Voyage Sicile : séjours vol + hôtel, tout compris et circuit","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-thailande/","200","Voyage Thaïlande – Circuits, séjours et tout compris dès 790 €","Indexable",""
"https://www.promovacances.com/destinations/sejour-voyage/sejour/theme,/","200","Séjour pas cher – Séjours vol + Hôtel en promo","Indexable",""
"https://www.promovacances.com/accueil/sejour-thalasso/","200","Thalasso : séjour spa & week-end soins","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-hotel-martinique/iles-grenadines-antilles/","200","Voyage Martinique : séjours et circuits tout compris dès 599 €","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-croatie-et-cote-dalmate/","200","Voyage Croatie : séjours vol + hôtel tout compris","Indexable",""
"https://www.promovacances.com/hotel-framissima-oasis-belorizonte/cap-vert-santa-maria-61514.html","200","Club Framissima Oasis Belorizonte Santa Maria Cap Vert","Indexable",""
"https://www.promovacances.com/mes-favoris/","200","Mes hôtels favoris sur Promovacances","Non indexable","noindex"
"https://www.promovacances.com/hotel-jumbo-castell-dels-hams/baleares-porto-cristo-61409.html","200","Club Jumbo Castell dels Hams Porto Cristo Baleares","Indexable",""
"https://www.promovacances.com/accueil/circuit-touristique/","200","Circuit pas cher et voyage organisé","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-etats-unis/","200","Voyage Etats-Unis, circuits et séjours dès 717€","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-punta-cana/republique-dominicaine/","200","Voyage Punta Cana : séjour hôtel & vol dès 1104€","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-espagne/","200","Voyage Espagne : séjour et vacances en Espagne dès 82€","Indexable",""
"https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-senegal/theme,/pays,196/ville,/","200","Circuit Senegal | 53 offres de circuits touristiques","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-turquie/","200","Voyage Turquie pas cher","Indexable",""
"https://www.promovacances.com/information/securite-paiement/","200","Sécurité de paiement - Promovacances","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-djerba/tunisie/","200","Voyage Djerba : 124 vacances et séjours à Djerba","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-maroc/","200","Voyage Maroc dès 241€, vacances et séjour Maroc","Indexable",""
"https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-canaries/theme,/pays,38/ville,/","200","Circuit Canaries | 33 offres de circuits touristiques","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-guadeloupe/antilles/","200","Voyage Guadeloupe dès 649 € | Séjours tout inclus & circuits","Indexable",""
"https://www.promovacances.com/idees-vacances/vacances-campings/","200","Vos vacances en camping","Indexable",""
"https://www.promovacances.com/voyage-de-groupe/","200","Voyages de groupes - Promovacances","Indexable",""
"https://www.promovacances.com/idees-vacances/ventes-flash/","200","Vente flash","Indexable",""
"https://www.promovacances.com/idees-vacances/voyage-toussaint/","200","Voyages dernière minute Toussaint | Promovacances","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-zanzibar/zanzibar/","200","Voyage Zanzibar : séjours all inclusive et circuits pas cher","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-antilles/","200","Voyage Antilles, séjour Antilles pas cher","Indexable",""
"https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-sri-lanka/theme,/pays,206/ville,/","200","Circuits au Sri Lanka pas cher","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-tunisie/","200","Voyage Tunisie, séjour en Tunisie Promovacances","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-hotel-marrakech/marrakech-villes-imperiales-maroc/","200","Voyage Marrakech, vacances et séjour Marrakech","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-hotel-corfou/iles-grecques-grece/","200","Voyage Corfou dès 756€, vacances et séjour Corfou","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-crete/grece/","200","Voyage Crète : Vacances et séjour Crète pas cher","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-afrique-du-sud/","200","Voyage Afrique du Sud, vacances et séjour Afrique Du Sud","Indexable",""
"https://www.promovacances.com/circuit-inde/beautes-du-rajasthan-62171.html","200","Circuit Beautés du Rajasthan Inde - Promovacances","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-cuba/","200","Voyage Cuba dès 1015€, vacances et séjour à Cuba","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-senegal/","200","Voyage Senegal - Séjours au Sénégal dès 937€","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-seychelles/","200","Voyage Seychelles : séjours vol + hôtel tout compris dès 1100€","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-cap-vert/","200","Voyage Cap Vert : séjours dès 506€","Indexable",""
"https://www.promovacances.com/qui-sommes-nous/","200","Qui sommes-nous ? - Promovacances","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-kenya/","200","Vacances Kenya, Safari Kenya, Voyage Kenya, prix pas cher","Indexable",""
"https://www.promovacances.com/accueil/week-end-pas-cher/","200","Week-end pas cher, courts séjours en France et Europe","Indexable",""
"https://www.promovacances.com/vacances/circuit-touristique/sejour-circuit-cuba/theme,/pays,56/ville,/","200","Circuit Cuba | 32 offres de circuits touristiques","Indexable",""
"https://www.promovacances.com/vol-pas-cher/","200","Billet d'avion & vol pas cher","Indexable",""
"https://www.promovacances.com/idees-vacances/offres-coup-de-coeur/","200","Nos offres coup de cœur","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-republique-dominicaine/","200","Voyage République Dominicaine : séjours au meilleur prix","Indexable",""
"https://www.promovacances.com/hotel-jumbo-quercus/croatie-drvenik-60089.html","200","Club Jumbo Quercus Drvenik Croatie","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-canaries/espagne/","200","Voyage Canaries : circuits séjours et all inclusive","Indexable",""
"https://www.promovacances.com/accueil/hotel-club-vacances/","200","Hôtel Club : Club Vacances en France et étranger, Framissima, Club Jumbo | Promovacances","Indexable",""
"https://www.promovacances.com/accueil/vacances-au-soleil/","200","Vacances au soleil: nos offres séjours meilleur prix","Indexable",""
"https://www.promovacances.com/agences-de-voyages/","200","Agence de voyage : nos agences près de chez vous","Non indexable","noindex"
"https://www.promovacances.com/idees-vacances/week-end-amoureux/","200","Week-end amoureux, séjours romantiques","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-hotel-majorque/baleares-espagne/","200","Voyage Majorque | Séjours et vacances Majorque","Indexable",""
"https://www.promovacances.com/idees-vacances/black-friday/","200","Black Friday voyage 2026 : bons plans vacances","Indexable",""
"https://www.promovacances.com/france/locations-vacances-france/","200","Location de vacances France : locations mer et montagne","Indexable",""
"https://www.promovacances.com/hotel-plein-vent-selection-coral-costa-caribe-beach-resort/republique-dominicaine-juan-dolio-49778.html","200","Hôtel Plein Vent Sélection Coral Costa Caribe Beach Resort Juan Dolio République Dominicaine","Indexable",""
"https://www.promovacances.com/hotel-framissima-holiday-club-laponie-activites-incluses/finlande-saariselka-59744.html","200","Club Framissima Holiday Club Laponie (activités incluses) Saariselkä Finlande","Indexable",""
"https://www.promovacances.com/vacances/sejour-2en1/sejour-circuit-2en1/theme,289/pays,/ville,/","200","Voyage pas cher - Réservez vos voyages à petits prix","Indexable",""
"https://www.promovacances.com/espace-client/login","200","","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-bulgarie/","200","Voyage Bulgarie : séjour all inclusive dès 450€","Indexable",""
"https://www.promovacances.com/destinations/voyage-derniere-minute/voyage/theme,/","200","Voyage dernière minute : bons plans last minute","Indexable",""
"https://www.promovacances.com/idees-vacances/partir/vacances-printemps/","200","Où partir au printemps ? Nos idées de destinations nature","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-sri-lanka/theme,28/pays,206/ville,/","200","Vacances Famille Sri Lanka : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-panama/theme,28/pays,170/ville,/","200","","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-djerba/theme,28/pays,219/ville,714/","200","Vacances Famille Djerba : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-hammamet/theme,28/pays,219/ville,845/","200","Vacances Famille Hammamet : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-baleares/theme,28/pays,19/ville,/","200","Vacances Famille Baleares : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-cap-vert/theme,28/pays,39/ville,/","200","Vacances Famille Cap Vert : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-corfou/theme,28/pays,50/ville,/","200","Vacances Famille Corfou : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-bulgarie/theme,28/pays,32/ville,/","200","Vacances Famille Bulgarie : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-bali/theme,28/pays,20/ville,/","200","Vacances Famille Bali : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-ibiza/theme,28/pays,112/ville,/","200","","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-finlande/theme,28/pays,71/ville,/","200","","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-lanzarote/theme,28/pays,235/ville,/","200","Vacances Famille Lanzarote : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-essaouira/theme,28/pays,149/ville,248/","200","","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-senegal/theme,28/pays,196/ville,/","200","Vacances Famille Senegal : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-costa-rica/theme,28/pays,52/ville,/","200","","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-marrakech/theme,28/pays,149/ville,1269/","200","Vacances Famille Marrakech : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-ras-al-khaimah/theme,28/pays,262/ville,/","200","","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-autriche/theme,28/pays,16/ville,/","200","","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-tunisie/theme,28/pays,219/ville,/","200","Vacances Famille Tunisie : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-barcelone/theme,28/pays,66/ville,511/","200","","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-dubai-et-les-emirats/theme,28/pays,258/ville,/","200","Vacances Famille Dubai et les Emirats : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances-sejour-hotel/voyage-floride/etats-unis/","200","Voyage Floride | Séjours et vacances Floride","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-rio/theme,28/pays,31/ville,1290/","200","","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-fujairah/theme,28/pays,261/ville,/","200","","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-maldives/theme,28/pays,146/ville,/","200","Vacances Famille Maldives : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-rhodes/theme,28/pays,114/ville,/","200","Vacances Famille Rhodes : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-iles-grenadines/theme,28/pays,243/ville,/","200","Vacances Famille Iles Grenadines : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-monastir/theme,28/pays,219/ville,1074/","200","Vacances Famille Monastir : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-guadeloupe/theme,28/pays,100/ville,/","200","Vacances Famille Guadeloupe : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-madagascar/theme,28/pays,142/ville,/","200","","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-republique-dominicaine/theme,28/pays,183/ville,/","200","Vacances Famille République Dominicaine : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-tanzanie/theme,28/pays,213/ville,/","200","Vacances Famille Tanzanie : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-fuerteventura/theme,28/pays,231/ville,/","200","Vacances Famille Fuerteventura : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-martinique/theme,28/pays,150/ville,/","200","Vacances Famille Martinique : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-jamaique/theme,28/pays,126/ville,/","200","Vacances Famille Jamaique : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-egypte/theme,28/pays,62/ville,/","200","Vacances Famille Egypte : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-allemagne/theme,28/pays,5/ville,/","200","","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-agadir/theme,28/pays,149/ville,431/","200","Vacances Famille Agadir : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-santa-clara/theme,28/pays,56/ville,4882/","200","","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-majorque/theme,28/pays,486/ville,/","200","Vacances Famille Majorque : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-indonesie/theme,28/pays,119/ville,/","200","Vacances Famille Indonesie : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-kenya/theme,28/pays,130/ville,/","200","Vacances Famille Kenya : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-mexique/theme,28/pays,153/ville,/","200","Vacances Famille Mexique : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-grande-canarie/theme,28/pays,321/ville,/","200","Vacances Famille Grande Canarie : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-minorque/theme,28/pays,19/ville,1073/","200","Vacances Famille Minorque : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-maroc/theme,28/pays,149/ville,/","200","Vacances Famille Maroc : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-vietnam/theme,28/pays,224/ville,/","200","Vacances Famille Vietnam : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-madere/theme,28/pays,143/ville,/","200","Vacances Famille Madère : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-phuket/theme,28/pays,256/ville,/","200","Vacances Famille Phuket : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-ile-maurice/theme,28/pays,116/ville,/","200","Vacances Famille Ile Maurice : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-izmir/theme,28/pays,220/ville,898/","200","Vacances Famille Izmir : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-oman/theme,28/pays,166/ville,/","200","Vacances Famille Oman : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-tahiti/theme,28/pays,211/ville,/","200","","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-crete/theme,28/pays,54/ville,/","200","Vacances Famille Crète : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-grece/theme,28/pays,97/ville,/","200","Vacances Famille Grece : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/france/location-vacances-occitanie/","200","Location de vacances Occitanie","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-tunis/theme,28/pays,219/ville,1485/","200","Vacances Famille Tunis : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/france/montagne/location-alpes/","200","Location Alpes : 513 locations ski Alpes pas cher | Locations Montagne avec Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-seville/theme,28/pays,6/ville,1719/","200","Vacances Famille Seville : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-montenegro/theme,28/pays,156/ville,/","200","Vacances Famille Montenegro : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-cuba/theme,28/pays,56/ville,/","200","Vacances Famille Cuba : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-thailande/theme,28/pays,215/ville,/","200","Vacances Famille Thailande : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-grece---les-cyclades/theme,28/pays,322/ville,/","200","","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-polynesie-francaise/theme,28/pays,176/ville,/","200","","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-dubai/theme,28/pays,258/ville,1764/","200","Vacances Famille Dubai : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-emirats-arabes-unis/theme,28/pays,259/ville,/","200","Vacances Famille Emirats arabes unis : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-chypre/theme,28/pays,44/ville,/","200","Vacances Famille Chypre : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-bahamas/theme,28/pays,18/ville,/","200","","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-algarve/theme,28/pays,254/ville,/","200","Vacances Famille Algarve : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-koh-samui/theme,28/pays,215/ville,930/","200","Vacances Famille Koh Samui : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-mykonos/theme,28/pays,233/ville,/","200","","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille/theme,28/pays,/ville,/","200","Voyage pas cher - Réservez vos voyages à petits prix","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-malte/theme,28/pays,148/ville,/","200","Vacances Famille Malte : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-tenerife/theme,28/pays,429/ville,/","200","Vacances Famille Tenerife : Séjours et Hôtels pas chers | Promovacances","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-canaries/theme,28/pays,38/ville,/","200","Vacances Famille Canaries : Séjours et Hôtels pas chers | Promovacances","Indexable",""
