"Adresse","Type de contenu","Code HTTP","Statut","Indexabilité","Statut d'indexabilité","Title 1","Longueur du Title 1","Largeur en pixels du Title 1","Meta Description 1","Longueur de la Meta Description 1","Largeur en pixels de la Meta Description 1","Meta Keywords 1","Longueur des Meta Keywords 1","H1-1","Longueur du H1-1","H2-1","Longueur du H2-1","H2-2","Longueur du H2-2","Meta Robots 1","Balise X-Robots 1","Meta Refresh 1","Élément de lien en version canonique 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","Élément de lien amphtml","Taille (octets)","Transféré (octets)","Total transféré (en octets)","CO2 (mg)","Empreinte carbone","Nombre de mots","Nombre de phrases","Moyenne de mots par phrase","Score de lisibilité de Flesch","Lisibilité","Ratio texte","Crawl profondeur","Profondeur du dossier","Link Score","Liens entrants","Liens entrants uniques","Liens entrants JS uniques","% du total","Liens sortants","Liens sortants uniques","Liens sortants JS uniques","Liens sortants externes","Liens sortants externes uniques","Liens sortants JS externes uniques","Quasi-doublon le plus proche","Nombre de quasi-doublons","Erreurs d'orthographe","Erreurs de grammaire","Hachage","Temps de réponse","Last Modified","URL de redirection","Type de redirection","Cookies","Language","Version HTTP","Lien alternate mobile","Adresse sémantiquement similaire la plus proche","Score de similarité sémantique","Nbre sémantiquement similaires","Score de pertinence sémantique","Adresse codée en URL","Horodatage du crawl"
"https://www.infopro-digital.com/fr/expertises/plateformes-de-leads/","text/html; charset=utf-8","200","OK","Indexable","","Des leads, des clients et des ventes grâce à nos plateformes digitales","70","612","Nos plateformes de leads et nos places de marchés B2B permettent d'accélérer le business de milliers d’entreprises dans la construction et le secteur public.","157","983","","0","Des opportunités de vente et de développement boostées sur nos plateformes digitales","84","Les plateformes de veille de projets de construction et d’appels d’offres de marchés publics","92","Acquisition, image, référencement et visibilité : pour une conversion optimale grâce aux marketplaces B2B","105","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.infopro-digital.com/fr/expertises/plateformes-de-leads/","","","","","","74124","16833","16833","6,448","","627","109","5,752","56,353","Assez difficile","6,997","1","3","","10","7","0","4,520","45","20","0","19","12","0","","","","","e4f43a58c3338b3622c5e886a7643af3","0,037","Fri, 20 Feb 2026 06:52:27 GMT","","","","fr-FR","1.1","","","","","","https://www.infopro-digital.com/fr/expertises/plateformes-de-leads/","2026-02-20 12:50:09"
"https://www.infopro-digital.com/fr/expertises/logiciels-et-bases-de-donnees/","text/html; charset=utf-8","200","OK","Indexable","","Le meilleur des technologies et des données pour vos logiciels métiers","70","624","Nos logiciels sont conçus pour les métiers de nos clients. Nos experts des données et des industries collaborent pour inventer les solutions de votre activité.","159","978","","0","Le meilleur des technologies et des données au service de nos clients","69","La combinaison des données et des technologies pour des logiciels encore plus performants","89","Nous concevons des logiciels sur-mesure pour les métiers de nos clients","71","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.infopro-digital.com/fr/expertises/logiciels-et-bases-de-donnees/","","","","","","75582","17024","17024","6,522","","696","112","6,214","53,693","Assez difficile","7,509","1","3","","9","6","0","3,870","46","21","0","14","9","0","","","","","b9ce95223fd6da4522093ebe5c11ef07","0,042","Fri, 20 Feb 2026 06:50:30 GMT","","","","fr-FR","1.1","","","","","","https://www.infopro-digital.com/fr/expertises/logiciels-et-bases-de-donnees/","2026-02-20 12:50:09"
"https://www.infopro-digital.com/fr/mentions-legales-et-cgu/","text/html; charset=utf-8","200","OK","Indexable","","Mentions légales et CGU - Infopro Digital","41","358","","0","0","","0","Mentions légales et CGU","23","Éditeur du site","15","Directeur de la publication","27","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.infopro-digital.com/fr/mentions-legales-et-cgu/","","","","","","70922","17777","17777","6,810","","1648","225","7,324","59,616","Assez difficile","16,794","1","2","","179","88","0","56,770","37","15","0","7","4","0","","","","","7719014b764b775659ac1c2f9c0ed91d","0,038","Fri, 20 Feb 2026 08:23:37 GMT","","","","fr-FR","1.1","","","","","","https://www.infopro-digital.com/fr/mentions-legales-et-cgu/","2026-02-20 12:50:09"
"https://www.infopro-digital.com/fr/groupe/international/","text/html; charset=utf-8","200","OK","Indexable","","Un groupe international en expansion qui recrute sur les 5 continents","69","608","Infopro Digital est présent à l'international dans 18 pays. Nous recrutons des talents sur les cinq continents. Nos clients sont dans le monde entier.","150","914","","0","Nous opérons à l'échelle mondiale, avec une approche multi-locale","65","Nos marchés sont locaux.","24","Notre terrain de jeu est mondial","32","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.infopro-digital.com/fr/groupe/international/","","","","","","68641","15270","15270","5,850","","201","50","4,020","68,489","Normal","3,168","1","3","","9","6","0","3,870","38","15","0","6","3","0","","","","","9b632b917b3d95acdb498e5c2075661e","0,045","Fri, 20 Feb 2026 06:53:11 GMT","","","","fr-FR","1.1","","","","","","https://www.infopro-digital.com/fr/groupe/international/","2026-02-20 12:50:10"
"https://www.infopro-digital.com/fr/expertises/","text/html; charset=utf-8","200","OK","Indexable","","Solutions digitales pour professionnels, entreprises et collectivités","69","586","Nous accompagnons les professionnels et aidons les entreprises à réussir dans un monde de plus en plus complexe et digital grâce à nos solutions innovantes.","156","999","","0","Nous aidons les entreprises et les professionnels à réussir dans un monde de plus en plus complexe et digital","109","Nous couvrons l’ensemble des besoins des communautés professionnelles.","70","Avec les solutions d’Infopro Digital, nos clients :","51","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.infopro-digital.com/fr/expertises/","","","","","","68477","15302","15302","5,862","","265","59","4,492","53,827","Assez difficile","3,966","1","2","","275","88","0","56,770","46","21","0","6","3","0","","","","","907f1d0d87efeaee8f7d32c5ed2624bc","0,039","Fri, 20 Feb 2026 07:28:47 GMT","","","","fr-FR","1.1","","","","","","https://www.infopro-digital.com/fr/expertises/","2026-02-20 12:50:10"
"https://www.infopro-digital.com/fr/acces-finance/","text/html; charset=UTF-8","200","OK","Indexable","","Accès finance - Infopro Digital","31","266","","0","0","","0","Informations financières","24","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.infopro-digital.com/fr/acces-finance/","","","","","","123334","36061","36061","13,814","","55","14","3,929","61,335","Normal","1,024","1","2","","181","88","0","56,770","39","16","0","6","3","0","","","","","5e9214d602ee9019fbc756d6b96e8ec5","0,884","","","","","fr-FR","1.1","","","","","","https://www.infopro-digital.com/fr/acces-finance/","2026-02-20 12:50:09"
"https://www.infopro-digital.com/app/themes/infopro-digital/dist/app-min.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,030","Wed, 21 Jan 2026 16:37:32 GMT","","","","","1.1","","","","","","https://www.infopro-digital.com/app/themes/infopro-digital/dist/app-min.js","2026-02-20 12:50:10"
"https://www.infopro-digital.com/wp/wp-includes/js/dist/hooks.min.js?ver=ebde50e585","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,025","Mon, 30 Sep 2024 05:11:32 GMT","","","","","1.1","","","","","","https://www.infopro-digital.com/wp/wp-includes/js/dist/hooks.min.js?ver=ebde50e585","2026-02-20 12:50:10"
"https://www.infopro-digital.com/wp/wp-includes/js/jquery/jquery.min.js?ver=f661d72b85","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,036","Mon, 28 Aug 2023 17:14:24 GMT","","","","","1.1","","","","","","https://www.infopro-digital.com/wp/wp-includes/js/jquery/jquery.min.js?ver=f661d72b85","2026-02-20 12:50:10"
"https://www.infopro-digital.com/app/cache/min/2/app/plugins/mailjet-for-wordpress/src/widgetformbuilder/js/front-widget.js?ver=1771512726","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","645","645","645","0,247","","0","","","","","0,000","1","10","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,052","Thu, 19 Feb 2026 14:52:06 GMT","","","","","1.1","","","","","","https://www.infopro-digital.com/app/cache/min/2/app/plugins/mailjet-for-wordpress/src/widgetformbuilder/js/front-widget.js?ver=1771512726","2026-02-20 12:50:10"
"https://www.infopro-digital.com/app/themes/infopro-digital/src/img/static/continent.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","255182","255182","255182","97,755","","0","","","","","0,000","1","6","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,048","Tue, 27 Jan 2026 08:53:00 GMT","","","","","1.1","","","","","","https://www.infopro-digital.com/app/themes/infopro-digital/src/img/static/continent.png","2026-02-20 12:50:10"
"https://www.infopro-digital.com/app/cache/min/2/app/plugins/mailjet-for-wordpress/src/widgetformbuilder/css/front-widget.css?ver=1771512725","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","50","50","50","0,019","","0","","","","","0,000","1","10","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,042","Thu, 19 Feb 2026 14:52:05 GMT","","","","","1.1","","","","","","https://www.infopro-digital.com/app/cache/min/2/app/plugins/mailjet-for-wordpress/src/widgetformbuilder/css/front-widget.css?ver=1771512725","2026-02-20 12:50:10"
"https://www.infopro-digital.com/fr/secteurs/construction-et-secteur-public/","text/html; charset=utf-8","200","OK","Indexable","","Construction et secteur public : tendances, analyses et solutions","65","569","Découvrez les tendances, les innovations et les solutions dédiées aux besoins des acteurs du secteur de la construction et du secteur public.","141","877","","0","Construction et secteur public : un univers en perpétuelle évolution","68","Vers la généralisation des bâtiments bas carbone","48","Le BIM (“Building Information Modeling”) améliore les processus de construction","79","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.infopro-digital.com/fr/secteurs/construction-et-secteur-public/","","","","","","99988","23474","23474","8,992","","970","139","6,978","57,938","Assez difficile","7,519","1","3","","12","9","0","5,810","41","18","0","20","13","0","","","","","7ff53a881630191f48a8a55abfcf027b","0,061","Fri, 20 Feb 2026 06:31:33 GMT","","","","fr-FR","1.1","","","","","","https://www.infopro-digital.com/fr/secteurs/construction-et-secteur-public/","2026-02-20 12:50:10"
"https://www.infopro-digital.com/fr/secteurs/industrie/","text/html; charset=utf-8","200","OK","Indexable","","La transformation du secteur de l’industrie ne fait que commencer","65","584","Découvrez les tendances du secteur de l’industrie qui vit une profonde transformation avec la digitalisation des process et des modes de production plus locaux.","160","1002","","0","Digitale, énergétique : la transformation du secteur de l’industrie ne fait que commencer","89","Des acteurs de l’industrie de plus en plus matures face aux enjeux de la transformation digitale","96","La « smart production » tend vers un ajustement de la production en temps réel","78","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.infopro-digital.com/fr/secteurs/industrie/","","","","","","100517","23850","23850","9,136","","1158","165","7,018","55,059","Assez difficile","8,896","1","3","","11","8","0","5,160","41","18","0","17","11","0","","","","","f0100c453da0579c7d4a4d639c97121f","0,036","Fri, 20 Feb 2026 06:52:35 GMT","","","","fr-FR","1.1","","","","","","https://www.infopro-digital.com/fr/secteurs/industrie/","2026-02-20 12:50:10"
"https://www.infopro-digital.com/fr/secteurs/risques-et-assurances/","text/html; charset=utf-8","200","OK","Indexable","","Secteur de l'assurance et des risques : les tendances et solutions.","67","579","Découvrez les tendances du secteur bancaire, de la finance, du risque et de l'assurance et les évolutions technologiques et solutions digitales.","144","885","","0","Banque, assurance, gestion d’actifs : la finance au cœur des défis climatiques et technologiques","96","L’intelligence artificielle, le machine learning, la robotisation ou encore la blockchain bousculent toute la chaine de valeur de ces industries","144","Le monde de l’assurance et de la finance bascule à son tour dans une distribution totalement digitale et assiste à l’irruption de nouveaux acteurs","146","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.infopro-digital.com/fr/secteurs/risques-et-assurances/","","","","","","100588","23799","23799","9,117","","1037","163","6,362","54,347","Assez difficile","8,146","1","3","","10","7","0","4,520","41","18","0","15","9","0","","","","","ca3b3a02b9149f158c71f65e254fc115","0,049","Fri, 20 Feb 2026 06:52:14 GMT","","","","fr-FR","1.1","","","","","","https://www.infopro-digital.com/fr/secteurs/risques-et-assurances/","2026-02-20 12:50:10"
"https://www.infopro-digital.com/fr/expertises/information-et-insights/","text/html; charset=utf-8","200","OK","Indexable","","Marques médias leaders et influentes pour cibler les décideurs du B2B.","70","626","Avec une cinquantaine de marques médias B2B puissantes, influentes et leaders, nous informons et aidons les professionnels à prendre les bonnes décisions.","154","989","","0","Une expertise média B2B unique pour informer et connecter les professionnels","76","Des marques médias puissantes incontournables pour les communautés professionnelles.","84","A la pointe de la connaissance clients et de la lead generation avec l’Intent Data","82","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.infopro-digital.com/fr/expertises/information-et-insights/","","","","","","73766","16668","16668","6,385","","606","106","5,717","47,189","Difficile","6,966","1","3","","10","6","0","3,870","44","19","0","17","10","0","","","","","892e96bf9d2a302e7ab0310e3729be83","0,051","Fri, 20 Feb 2026 06:52:04 GMT","","","","fr-FR","1.1","","","","","","https://www.infopro-digital.com/fr/expertises/information-et-insights/","2026-02-20 12:50:10"
"https://www.infopro-digital.com/fr/expertises/salons-professionnels/","text/html; charset=utf-8","200","OK","Indexable","","Salons professionnels pour connecter les communautés professionnelles","69","653","Rendez-vous business incontournables des filières B2B, nos 35 salons connectent les communautés professionnelles, en Europe, en Asie et aux Etats-Unis.","151","968","","0","Connecter les professionnels des filières et industries aux opportunités de leur écosystème","91","Les rendez-vous incontournables des professionnels","50","Des rencontres professionnelles à fort potentiel pour échanger et innover","73","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.infopro-digital.com/fr/expertises/salons-professionnels/","","","","","","74663","16741","16741","6,413","","581","103","5,641","49,237","Difficile","6,700","1","3","","10","7","0","4,520","49","23","0","19","16","0","","","","","9fb3d711229bd1ca7080c66adbef07db","0,040","Fri, 20 Feb 2026 06:52:30 GMT","","","","fr-FR","1.1","","","","","","https://www.infopro-digital.com/fr/expertises/salons-professionnels/","2026-02-20 12:50:11"
"https://www.infopro-digital.com/fr/cgv/","text/html; charset=utf-8","200","OK","Indexable","","Conditions Générales applicables aux produits et services délivrés par les sociétés françaises - Infopro Digital","112","966","","0","0","","0","Conditions Générales applicables aux produits et services délivrés par les sociétés françaises","94","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.infopro-digital.com/fr/cgv/","","","","","","71012","14266","14266","5,465","","284","53","5,358","60,793","Normal","3,989","1","2","","201","88","0","56,770","58","36","0","6","3","0","","","","","94eaf6d6c3802e2650d0ed14b2009b85","0,033","Fri, 20 Feb 2026 10:08:37 GMT","","","","fr-FR","1.1","","","","","","https://www.infopro-digital.com/fr/cgv/","2026-02-20 12:50:11"
"https://www.infopro-digital.com/fr/groupe/","text/html; charset=utf-8","200","OK","Indexable","","Le groupe des experts B2B en information, données et technologies","65","597","Infopro Digital mise sur la R&D et sa maîtrise des data et des technologies pour concevoir des solutions innovantes pour les entreprises.","137","851","","0","Infopro Digital est un groupe B2B expert en Information, Data et Technologies","77","Nos clients au cœur de nos actions et de notre R&D","50","Des équipes sur les 5 continents","32","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.infopro-digital.com/fr/groupe/","","","","","","122189","22724","22724","8,705","","1351","229","5,900","59,075","Assez difficile","8,004","1","2","","270","88","0","56,770","42","17","0","20","17","0","","","","","de3c676d7a1a36c8ec98318f3cacc19b","0,028","Fri, 20 Feb 2026 07:00:45 GMT","","","","fr-FR","1.1","","","","","","https://www.infopro-digital.com/fr/groupe/","2026-02-20 12:50:11"
"https://www.infopro-digital.com/fr/secteurs/","text/html; charset=utf-8","200","OK","Indexable","","Les experts de votre industrie : enjeux business, logiciels métiers.","68","576","Nous couvrons les besoins des acteurs de la construction, du secteur public, de l’automobile, du risque & de l'assurance, de l’industrie et de la distribution.","159","960","","0","Notre force : comprendre et maîtriser les enjeux de votre industrie","67","5 industries à fort impact","26","Nos solutions innovantes","24","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.infopro-digital.com/fr/secteurs/","","","","","","62730","13982","13982","5,356","","144","33","4,364","62,581","Normal","2,926","1","2","","277","87","0","56,130","43","19","0","6","3","0","","","","","bfed36dc27bda1e8b9e5310305b51fef","0,051","Fri, 20 Feb 2026 06:52:45 GMT","","","","fr-FR","1.1","","","","","","https://www.infopro-digital.com/fr/secteurs/","2026-02-20 12:50:11"
"https://www.infopro-digital.com/","text/html; charset=utf-8","200","OK","Indexable","","A leading business information, data, and technology group.","59","531","Our innovative business solutions —business software, data and databases, media, and events—connect professionals and their ecosystem.","134","871","","0","We create Information and Technologies that connect professionals and businesses","80","Innovative solutions to boost performance","41","We help our clients to:","23","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.infopro-digital.com/","","","","","","68454","14818","14818","5,676","","208","58","3,586","55,958","Assez difficile","3,230","1","0","","224","108","0","69,680","54","27","0","7","4","0","","","","","60934e927599d195af4a995291f94202","0,037","Fri, 20 Feb 2026 05:20:18 GMT","","","","en-GB","1.1","","","","","","https://www.infopro-digital.com/","2026-02-20 12:50:11"
"https://www.infopro-digital.com/fr/groupe","text/html; charset=utf-8","200","OK","Non indexable","Canonisé","Le groupe des experts B2B en information, données et technologies","65","597","Infopro Digital mise sur la R&D et sa maîtrise des data et des technologies pour concevoir des solutions innovantes pour les entreprises.","137","851","","0","Infopro Digital est un groupe B2B expert en Information, Data et Technologies","77","Nos clients au cœur de nos actions et de notre R&D","50","Des équipes sur les 5 continents","32","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.infopro-digital.com/fr/groupe/","","","","","","122189","22724","22724","8,705","","1351","229","5,900","59,075","Assez difficile","8,004","1","1","","4","2","0","1,290","42","18","0","20","17","0","","","","","de3c676d7a1a36c8ec98318f3cacc19b","0,026","Fri, 20 Feb 2026 07:00:45 GMT","","","","fr-FR","1.1","","","","","","https://www.infopro-digital.com/fr/groupe","2026-02-20 12:50:11"
