"Adresse","Occurrences","H2-1","Longueur du H2-1","H2-2","Longueur du H2-2","Indexabilité","Statut d'indexabilité"
"https://www.infopro-digital.com/fr/acces-finance/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/secteurs/construction-et-secteur-public/","9","Vers la généralisation des bâtiments bas carbone","48","Le BIM (“Building Information Modeling”) améliore les processus de construction","79","Indexable",""
"https://www.infopro-digital.com/fr/secteurs/industrie/","9","Des acteurs de l’industrie de plus en plus matures face aux enjeux de la transformation digitale","96","La « smart production » tend vers un ajustement de la production en temps réel","78","Indexable",""
"https://www.infopro-digital.com/fr/secteurs/risques-et-assurances/","9","L’intelligence artificielle, le machine learning, la robotisation ou encore la blockchain bousculent toute la chaine de valeur de ces industries","144","Le monde de l’assurance et de la finance bascule à son tour dans une distribution totalement digitale et assiste à l’irruption de nouveaux acteurs","146","Indexable",""
"https://www.infopro-digital.com/fr/expertises/information-et-insights/","6","Des marques médias puissantes incontournables pour les communautés professionnelles.","84","A la pointe de la connaissance clients et de la lead generation avec l’Intent Data","82","Indexable",""
"https://www.infopro-digital.com/fr/expertises/salons-professionnels/","7","Les rendez-vous incontournables des professionnels","50","Des rencontres professionnelles à fort potentiel pour échanger et innover","73","Indexable",""
"https://www.infopro-digital.com/fr/cgv/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/groupe/","6","Nos clients au cœur de nos actions et de notre R&D","50","Des équipes sur les 5 continents","32","Indexable",""
"https://www.infopro-digital.com/fr/secteurs/","3","5 industries à fort impact","26","Nos solutions innovantes","24","Indexable",""
"https://www.infopro-digital.com/","5","Innovative solutions to boost performance","41","We help our clients to:","23","Indexable",""
"https://www.infopro-digital.com/fr/groupe","6","Nos clients au cœur de nos actions et de notre R&D","50","Des équipes sur les 5 continents","32","Non indexable","Canonisé"
"https://www.infopro-digital.com/fr/secteurs/distribution/","9","De nouveaux modes de distribution et services, facilités par l’apport des données et des technologies","101","Réinventer l’expérience client face aux attentes d’une consommation plus locale et responsable","94","Indexable",""
"https://www.infopro-digital.com/fr/contact/","2","Contact","7","Nos implantations","17","Indexable",""
"https://www.infopro-digital.com/fr/secteurs/automobile/","10","La filière de l’après-vente automobile est à l’aube d’une nouvelle ère avec le véhicule électrique","98","Le parcours client : moteur de la digitalisation d’un secteur qui sera de plus en plus impacté par les technologies","115","Indexable",""
"https://www.infopro-digital.com/fr/declaration-daccessibilite-rgaa-4-1/","5","État de conformité","18","Contenus non accessibles","24","Indexable",""
"https://www.infopro-digital.com/fr/actualites/lusine-nouvelle-se-reinvente-en-2021-media-b2b-industrie-digital/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/news/press-release-infopro-digital-has-reached-an-agreement-to-acquire-karnov-groups-ehs-division-enhancing-its-portfolio-of-software-solutions-for-ehs-legal-monitoring-and-compliance/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/sectors/automotive/","10","Electric vehicles are about to bring automotive after-sales services into a new era","83","The customer journey: driving digitalisation in an industry increasingly impacted by technology","95","Indexable",""
"https://www.infopro-digital.com/contact-us/","2","Contact (EN)","12","Our offices","11","Indexable",""
"https://www.infopro-digital.com/sectors/retail/","9","Data and technology are facilitating new types of distribution and service","74","Reinventing the customer experience to meet expectations for more local, responsible consumption","96","Indexable",""
"https://www.infopro-digital.com/accessibility-statement-rgaa-4-1/","6","Compliance Status","17","Test results","12","Indexable",""
"https://www.infopro-digital.com/solutions/tradeshows/","7","Essential professional events","29","High-potential professional gatherings for sharing and innovation","65","Indexable",""
"https://www.infopro-digital.com/sectors/","3","5 high-impact industries","24","Our innovative solutions","24","Indexable",""
"https://www.infopro-digital.com/group/","6","Our clients At the heart of our business and our R&D","52","Teams on 5 continents","21","Indexable",""
"https://www.infopro-digital.com/fr/groupe/a-propos/","5","14ème","5","5ème","4","Indexable",""
"https://www.infopro-digital.com/fr/actualites/john-van-der-valk-rejoint-infopro-digital-en-tant-que-directeur-general-delegue-salons/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/news/","8","Search by filters","17","Infopro Digital ranked 9th French software publisher by EY","58","Indexable",""
"https://www.infopro-digital.com/fr/actualites/communique-infopro-digital-acquiert-eucon-automotive-fournisseur-mondial-des-donnees-de-prix-et-solutions-analytiques-dans-lapres-vente-automobile/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/actualites/danielle-attias-nommee-dg-deleguee-medias-construction-collectivites-et-emploi/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/news/infopro-digital-ranked-9th-french-software-publisher-by-ey/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/data-protection/","1","Choose your language","20","","0","Indexable",""
"https://www.infopro-digital.com/fr/actualites/nomination-de-ben-wood/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/protection-des-donnees/pt/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/actualites/infopro-digital-a-signe-un-accord-en-vue-dacquerir-la-division-hse-du-groupe-karnov-et-renforce-son-offre-de-solutions-logicielles-pour-la-veille-reglementaire-et-la-conformite-en-matiere-d/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/protection-des-donnees/eng/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/protection-des-donnees/es/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/protection-des-donnees/nl/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/protection-des-donnees/fr/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/protection-des-donnees/de/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/careers/","10","99 job opportunities in 15 countries","36","Our values","10","Indexable",""
"https://www.infopro-digital.com/fr/protection-des-donnees/politica-privind-datele-cu-caracter-personal/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/protection-des-donnees/it/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/carrieres/job-board/?_jobs=marketing","3","","0","Affinez votre recherche","23","Non indexable","Canonisé"
"https://www.infopro-digital.com/fr/carrieres/job-board/?_jobs=commerce","3","","0","Affinez votre recherche","23","Non indexable","Canonisé"
"https://www.infopro-digital.com/fr/actualites/infopro-digital-acteur-majeur-du-paysage-technologique-francais/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/carrieres/travailler-chez-infopro-digital/","2","La diversité est une chance pour tous","37","Inventons ensemble les outils des professionnels","48","Indexable",""
"https://www.infopro-digital.com/fr/groupe/strategie-rse/","7","La Responsabilité Sociétale de l’Entreprise (RSE) est au cœur de notre projet d’entreprise.","91","Des engagements à long terme","28","Indexable",""
"https://www.infopro-digital.com/fr/actualites/infopro-digital-est-classe-26eme-meilleur-employeur-en-2022-dans-la-categorie-tech-du-palmares-capital/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/carrieres/job-board/?_jobs=contenu","3","","0","Affinez votre recherche","23","Non indexable","Canonisé"
"https://www.infopro-digital.com/media/","2","Media relations","15","Press kit","9","Indexable",""
"https://www.infopro-digital.com/fr/actualites/infopro-digital-index-de-legalite-femmes-hommes-2024/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/carrieres/job-board/?_jobs=support","3","","0","Affinez votre recherche","23","Non indexable","Canonisé"
"https://www.infopro-digital.com/fr/carrieres/job-board/?_jobs=information-technology","3","","0","Affinez votre recherche","23","Non indexable","Canonisé"
"https://www.infopro-digital.com/solutions/lead-generation-platforms/","6","Construction and public procurement intelligence platforms","58","Acquisition, image, referencing, and visibility: B2B marketplaces for optimal conversion","88","Indexable",""
"https://www.infopro-digital.com/fr/carrieres/job-board/","3","","0","Affinez votre recherche","23","Indexable",""
"https://www.infopro-digital.com/solutions/software-and-databases/","7","Pairing data and technology for powerful software","49","We design custom software for our clients’ businesses","53","Indexable",""
"https://www.infopro-digital.com/group/international/","4","Our markets are local and global","32","Global coverage","15","Indexable",""
"https://www.infopro-digital.com/solutions/","6","We provide solutions for all business needs","43","Infopro Digital’s solutions help our clients to:","48","Indexable",""
"https://www.infopro-digital.com/sectors/construction-and-public-sector/","9","Toward low-carbon buildings as the new standard","47","BIM (building information modelling) improves the construction process","70","Indexable",""
"https://www.infopro-digital.com/legal-notice-and-gtu/","3","Website editor","14","Directeur de la publication","27","Non indexable","Canonisé"
"https://www.infopro-digital.com/fr/mot-de-passe-oublie/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/financial-access/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/nous-contacter/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/sectors/industry/","9","Industrials’ digital maturity is increasing","43","Smart production is driving a shift to real-time production adjustment","70","Indexable",""
"https://www.infopro-digital.com/sectors/risk-and-insurance/","9","Artificial intelligence, machine learning, robotics, and blockchain are shaking up the value chain in these industries","118","Insurance and finance are moving to fully digital execution and distribution and seeing the emergence of new players","116","Indexable",""
"https://www.infopro-digital.com/solutions/information-and-insights/","6","Powerful media brands that are key to business communities","58","Cutting edge client knowledge and lead generation with Intent Data","66","Indexable",""
"https://www.infopro-digital.com/fr/cgv/conditions-generales-dabonnement-et-dutilisation-moniteur-juris/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/cgv/cgv-des-editions-de-largus-de-lassurance-derniere-mise-a-jour-07-2024/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/cgv/general-terms-and-conditions-of-sale-ipdata-service/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/cgv/conditions-generales-de-vente-ipd-leads/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/cgv/general-terms-and-conditions-of-sale-infopro-digital-etudes/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/cgv/conditions-generales-de-ventes-conditions-generales-dabonnement-et-dutilisation-kheox/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/cgv/conditions-generales-dabonnement-et-dutilisation-moniteur-juris-2/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/cgv/conditions-generales-de-vente-editions-du-moniteur/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/cgv/general-terms-and-conditions-of-sale-webinar-service/","21","1. PREAMBLE","11","2. DEFINITIONS","14","Indexable",""
"https://www.infopro-digital.com/fr/cgv/conditions-generales-de-vente-dabonnement-des-produits-de-presse-et-des-services-numeriques/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/cgv/conditions-generales-de-vente-et-dutilisation-des-produits-et-services-batiprix/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/cgv/general-terms-and-conditions-for-selling-ad-space-press-internet-and-references/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/cgv/conditions-generales-de-vente-events/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/cgv/publicite-presse-internet-et-referencement/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/cgv/webinars/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/cgv/general-terms-and-conditions-of-sale-france-infopro-digital-stories/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/cgv/infopro-data/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/cgv/infopro-digital-etudes/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/cgv/conditions-generales-de-vente-formations/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/cgv/conditions-generales-de-vente-trophees/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/cgv/general-terms-and-conditions-of-sale-ipd-leads-service-last-updated-10-2025/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/cgv/infopro-digital-stories/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/group/about-us/","5","14th","4","6th","3","Indexable",""
"https://www.infopro-digital.com/news/john-van-der-valk-joins-infopro-digital-as-managing-director-trade-shows/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/news/supporting-return-to-work-after-cancer/","4","Why conduct research on “post-cancer” and return to work?","57","Is there support for individuals returning to work?","51","Indexable",""
"https://www.infopro-digital.com/news/press-release-infopro-digital-acquires-eucon-automotive-a-global-pricing-and-data-provider-for-the-automotive-aftermarket/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/news/appointment-of-ben-wood/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/news/discover-the-2023-environmental-social-and-governance-report/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/data-protection/politica-privind-datele-cu-caracter-personal/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/data-protection/it/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/data-protection/fr/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/data-protection/eng/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/data-protection/nl/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/data-protection/pt/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/data-protection/de/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/careers/job-board/","3","","0","Refine your search","18","Indexable",""
"https://www.infopro-digital.com/group/esg-strategy/","7","Environmental, Social and Governance objectives are central to our mission.","75","Long-term commitments","21","Indexable",""
"https://www.infopro-digital.com/data-protection/es/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/careers/job-board/?_jobs=content","3","","0","Refine your search","18","Non indexable","Canonisé"
"https://www.infopro-digital.com/news/infopro-digital-a-mayor-player-in-the-french-technology-ecosystem/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/careers/job-board/?_jobs=marketing","3","","0","Refine your search","18","Non indexable","Canonisé"
"https://www.infopro-digital.com/careers/working-at-infopro-digital/","2","Diversity benefits all of us","28","Join us to invent innovative solutions for professionals.","57","Indexable",""
"https://www.infopro-digital.com/careers/job-board/?_jobs=information-technology","3","","0","Refine your search","18","Non indexable","Canonisé"
"https://www.infopro-digital.com/careers/job-board/?_jobs=sales","3","","0","Refine your search","18","Non indexable","Canonisé"
"https://www.infopro-digital.com/careers/job-board/?_jobs=support","3","","0","Refine your search","18","Non indexable","Canonisé"
"https://www.infopro-digital.com/terms-and-conditions/publishing-licence/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/in-house-e-learning/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/logo-licence/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/central-banking-institute-membership/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/content-and-data-licence-terms-and-conditions/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/lead-generation/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/research-and-marketing-services/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/digital-advertising/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/speaker-engagement/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/sponsored-content-services/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/subscriptions/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/creative-services/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/chartis-membership-terms-and-conditions/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/webinar/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/event-admission/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/exhibitor-agreement/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/sponsorship/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/books/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/financial-contact-us/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/forgot-your-password-2/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/carrieres/job-board/11637-mitarbeiter-m-w-d-personalabteilung/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/carrieres/job-board/11635-head-of-client-and-sales-marketing/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/carrieres/job-board/11584-charg-de-missions-it-f-h-x/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/carrieres/job-board/11639-contract-administrator-m-f-d-sourcing-partnerships/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/carrieres/job-board/11554-product-manager-h-f-x/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/carrieres/job-board/11371-acheteur-facility-management-et-mobilit-f-h-x/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/carrieres/job-board/11641-responsable-marketing-f-h-x/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/carrieres/job-board/11630-charg-de-projet-logistique-f-h-x/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/carrieres/job-board/11369-acheteur-service-f-h-x/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/carrieres/job-board/11616-credit-manager-pr-contentieux-international-f-h-x/","0","","0","","0","Indexable",""
"https://www.infopro-digital.com/fr/notre-politique-environnementale/","0","","0","","0","Indexable",""
